Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks	Mismatch_Count_In_Corrected_Blocks	All_Mismatch_Count
node_7065	C.MW.2008.CH848.PL.072908.UT.4.KY112584	1148	852	 852	 296	 0	 1148
node_7064	node_7065	828	212	 212	 616	 0	 828
node_7068	C.MW.2009.CH1064.PL.080409.A2.09.KY111995	3073	778	 778	 2298	 3	 3073
node_7070	C.MW.2009.CH1064.PL.080409.A2.06.KY111992	1096	437	 437	 660	 1	 1096
node_7069	node_7070	7	7	 7	 0	 0	 7
node_7072	C.MW.2009.CH1064.PL.080409.UT.12.KY112008	2894	551	 551	 2352	 9	 2894
node_7067	node_7069	2	2	 2	 0	 0	 2
node_7071	node_7072	1	1	 1	 0	 0	 1
node_7069	C.MW.2009.CH1064.PL.080409.UT.17.KY112013	836	443	 443	 394	 1	 836
node_7070	C.MW.2009.CH1064.PL.080409.UT.05.KY112001	2144	432	 432	 1712	 0	 2144
node_7072	C.MW.2009.CH1064.PL.080409.A2.05.KY111991	544	544	 544	 0	 0	 544
node_7066	node_7071	720	463	 463	 258	 1	 720
node_7073	node_7074	76	76	 76	 0	 0	 76
node_7071	node_7073	1	1	 1	 0	 0	 1
node_7079	C.MW.2009.CH1064.PL.080409.A2.08.KY111994	2520	555	 555	 1972	 7	 2520
node_7073	C.MW.2009.CH1064.PL.080409.UT.16.KY112012	548	548	 548	 0	 0	 548
node_7076	node_7077	275	275	 275	 0	 0	 275
node_7075	node_7076	334	339	 334	 0	 0	 334
node_7077	node_7078	1	1	 1	 0	 0	 1
node_7079	C.MW.2009.CH1064.PL.080409.A2.07.KY111993	1095	497	 497	 598	 0	 1095
node_7078	node_7079	1077	359	 359	 718	 0	 1077
node_7036	node_7075	2	2	 2	 0	 0	 2
node_7074	C.MW.2009.CH1064.PL.080409.A2.01.KY111987	1199	645	 645	 556	 2	 1199
node_7074	C.MW.2009.CH1064.PL.080409.UT.01.KY111997	1805	620	 620	 1190	 5	 1805
node_7080	C.MW.2009.CH1064.PL.080409.UT.11.KY112007	972	235	 235	 738	 1	 972
node_7078	node_7080	437	437	 437	 0	 0	 437
node_7080	C.MW.2009.CH1064.PL.080409.UT.14.KY112010	1315	233	 233	 1084	 2	 1315
node_7081	node_7083	1048	3	 3	 1046	 1	 1048
node_7082	C.MW.2009.CH1064.PL.080409.UT.02.KY111998	551	551	 551	 0	 0	 551
node_7081	node_7082	298	118	 118	 180	 0	 298
node_7077	node_7081	2	2	 2	 0	 0	 2
node_7082	C.MW.2009.CH1064.PL.080409.UT.15.KY112011	846	548	 548	 298	 0	 846
node_7083	C.MW.2009.CH1064.PL.080409.UT.10.KY112006	2061	664	 664	 1400	 3	 2061
node_7088	node_7089	261	3	 3	 258	 0	 261
node_7083	node_7084	333	333	 333	 0	 0	 333
node_7076	node_7085	1112	578	 574	 538	 0	 1112
node_7084	C.MW.2009.CH1064.PL.080409.UT.04.KY112000	1408	341	 341	 1072	 5	 1408
node_7090	node_7091	253	14	 14	 240	 1	 253
node_7089	C.MW.2009.CH1064.PL.080409.UT.13.KY112009	666	452	 452	 214	 0	 666
node_7086	node_7088	672	162	 162	 510	 0	 672
node_7089	C.MW.2009.CH1064.PL.080409.UT.06.KY112002	2570	595	 595	 1976	 1	 2570
node_7084	C.MW.2009.CH1064.PL.080409.UT.18.KY112014	900	338	 338	 562	 0	 900
node_7086	node_7087	472	472	 472	 0	 0	 472
node_7085	node_7086	297	1	 1	 296	 0	 297
node_7085	node_7090	243	243	 243	 0	 0	 243
node_7088	C.MW.2009.CH1064.PL.080409.UT.08.KY112004	460	460	 460	 0	 0	 460
node_7091	C.MW.2009.CH1064.PL.080409.A2.02.KY111988	1101	385	 385	 718	 2	 1101
node_7087	C.MW.2009.CH1064.PL.080409.UT.09.KY112005	2180	612	 847	 1336	 3	 2180
node_7091	C.MW.2009.CH1064.PL.080409.A2.03.KY111989	1360	375	 375	 986	 1	 1360
node_7087	C.MW.2009.CH1064.PL.080409.A2.04.KY111990	854	558	 558	 296	 0	 854
node_7090	node_7092	3	3	 3	 0	 0	 3
node_7098	C.ZA.2008.503_07464_A8.KT183203	330	330	 330	 0	 0	 330
node_7093	C.MW.2009.CH1064.PL.080409.A2.10.KY111996	915	405	 413	 547	 45	 915
node_7092	node_7093	532	63	 69	 465	 2	 532
node_7092	C.MW.2009.CH1064.PL.080409.UT.03.KY111999	1180	374	 374	 806	 0	 1180
node_7097	C.ZA.2008.503_07464_D8.KT183205	1271	336	 337	 934	 0	 1271
node_7096	node_7098	1	1	 1	 0	 0	 1
node_7101	C.ZA.2008.503_07464_A6.KT183202	632	2	 2	 630	 0	 632
node_7094	node_7095	807	567	 807	 0	 0	 807
node_7095	node_7100	221	221	 221	 0	 0	 221
node_7096	node_7097	510	0	 0	 510	 0	 510
node_7075	node_7094	261	261	 261	 0	 0	 261
node_7095	node_7096	119	119	 119	 0	 0	 119
node_7098	node_7099	241	1	 1	 240	 0	 241
node_7099	C.ZA.2008.503_07464_C10.KT183204	1821	331	 331	 1491	 1	 1821
node_7099	C.ZA.2008.503_07464_A5.KT183201	842	332	 332	 510	 0	 842
node_7097	C.ZA.2008.503_07464_E5.KT183206	1219	330	 330	 890	 1	 1219
node_7093	C.ZA.2008.DEMC08ZA011.JX140666	2036	1325	 1375	 694	 33	 2036
node_7101	C.ZA.2008.503_07464_G3.KT183207	1550	12	 12	 1542	 4	 1550
node_7102	node_7103	1342	410	 410	 932	 0	 1342
node_7103	C.TZ.2011.30486v01_06.MW443192	733	223	 223	 510	 0	 733
node_7102	C.TZ.2011.30486v01_08.MW443194	998	194	 194	 804	 0	 998
node_7100	node_7101	242	15	 15	 240	 13	 242
node_7100	node_7102	1417	855	 921	 510	 14	 1417
node_7094	node_7104	701	684	 701	 0	 0	 701
node_7104	node_7105	258	0	 0	 258	 0	 258
node_7103	C.TZ.2011.30486v01_03.MW443189	1267	225	 225	 1042	 0	 1267
node_7105	node_7106	241	241	 241	 0	 0	 241
node_7106	C.TZ.2011.30486v01_11.MW443196	1127	467	 467	 660	 0	 1127
node_7106	C.TZ.2011.30486v01_05.MW443191	936	465	 465	 472	 1	 936
node_7110	C.TZ.2011.30486v01_10.MW443195	2043	229	 229	 1816	 2	 2043
node_7105	node_7107	0	0	 0	 0	 0	 0
node_7104	node_7109	0	0	 0	 0	 0	 0
node_7110	C.TZ.2011.30486v01_07.MW443193	886	227	 227	 660	 1	 886
node_7109	node_7110	1	1	 1	 0	 0	 1
node_7109	node_7111	508	471	 508	 0	 0	 508
node_7107	C.TZ.2011.30486v01_02.MW443188	2844	224	 224	 2620	 0	 2844
node_7112	C.ZA.2017.CAP280_W2.OQ551948	2561	542	 542	 2040	 21	 2561
node_7108	C.TZ.2011.30486v01_04.MW443190	706	226	 226	 480	 0	 706
node_7112	C.ZA.2017.CAP280_W28.OQ551949	1293	544	 546	 750	 3	 1293
node_7111	node_7112	701	484	 496	 214	 9	 701
node_7111	C.TZ.2001.A93.AY253303	730	734	 730	 0	 0	 730
node_7107	node_7108	1	1	 1	 0	 0	 1
node_7035	node_7113	114	114	 114	 0	 0	 114
node_7115	node_7116	320	310	 320	 0	 0	 320
node_7108	C.TZ.2011.30486v01_01.MW443187	432	224	 224	 208	 0	 432
node_7117	node_7118	291	294	 291	 0	 0	 291
node_7113	node_7114	266	267	 266	 0	 0	 266
node_7114	node_7115	16	17	 16	 0	 0	 16
node_7118	C.ZA.2017.CAP280_W19.OQ551947	1318	817	 818	 511	 11	 1318
node_7116	node_7117	300	301	 300	 0	 0	 300
node_7120	node_7121	88	56	 88	 0	 0	 88
node_7122	node_7123	19	19	 19	 0	 0	 19
node_7118	C.ZA.2017.CAP280_W17.OQ551946	1086	822	 820	 268	 2	 1086
node_7119	C.ZA.2004.04ZASK206B1.DQ056415	1786	1135	 1411	 411	 36	 1786
node_7117	node_7119	436	178	 178	 266	 8	 436
node_7122	C.ZA.2014.036-9B-CC.ON862675	454	244	 244	 212	 2	 454
node_7116	node_7120	1188	713	 1188	 0	 0	 1188
node_7121	C.ZA.2014.036-7B-CC.ON862674	1877	444	 707	 1226	 56	 1877
node_7119	C.ZA.2004.04ZAPS168B1.DQ164121	2654	1300	 1319	 1397	 62	 2654
node_7121	C.ZM.2011.DEMC11ZM003.KP109494	2428	1297	 1379	 1097	 48	 2428
node_7120	node_7122	934	175	 182	 752	 0	 934
node_7123	C.ZA.2014.036-P9C-CC.ON862678	2349	255	 255	 2099	 5	 2349
node_7127	node_7128	0	0	 0	 0	 0	 0
node_7123	C.ZA.2014.036-1B-CC.ON862680	1508	247	 247	 1266	 5	 1508
node_7127	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_SGA3.KR820417	1500	752	 752	 748	 0	 1500
node_7126	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_TF_Consensus.KR820421	932	752	 752	 180	 0	 932
node_7125	node_7126	392	0	 0	 392	 0	 392
node_7126	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_SGA4.KR820418	1232	752	 752	 480	 0	 1232
node_7125	node_7127	0	0	 0	 0	 0	 0
node_7128	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_SGA5.KR820419	1327	755	 755	 572	 0	 1327
node_7124	node_7125	649	317	 317	 332	 0	 649
node_7128	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_SGA7.KR820420	2177	753	 753	 1424	 0	 2177
node_7115	node_7124	215	209	 215	 0	 0	 215
node_7124	node_7129	995	485	 485	 510	 0	 995
node_7129	node_7130	0	0	 0	 0	 0	 0
node_7130	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_SGA1.KR820415	2440	340	 340	 2100	 0	 2440
node_7130	C.ZM.2010.Z4248M_4Jun10_PL_NFLG_SGA2.KR820416	1208	340	 340	 868	 0	 1208
node_7129	node_7131	15	15	 15	 0	 0	 15
node_7131	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA6.KR820411	1113	365	 365	 748	 0	 1113
node_7132	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA19.KR820403	1905	389	 380	 1528	 3	 1905
node_7131	node_7132	44	54	 44	 0	 0	 44
node_7132	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA5.KR820410	1312	428	 450	 868	 6	 1312
node_7135	node_7137	33	33	 33	 0	 0	 33
node_7136	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA11.KR820396	2329	1086	 1134	 1202	 7	 2329
node_7134	node_7135	96	86	 96	 0	 0	 96
node_7136	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA14.KR820399	1190	980	 980	 210	 0	 1190
node_7114	node_7133	273	267	 273	 0	 0	 273
node_7137	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA8.KR820413	1225	963	 963	 262	 0	 1225
node_7133	node_7134	261	255	 261	 0	 0	 261
node_7138	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA10.KR820395	1924	889	 1172	 754	 2	 1924
node_7140	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA12.KR820397	1587	786	 786	 802	 1	 1587
node_7139	node_7141	450	242	 242	 210	 2	 450
node_7140	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA15.KR820400	1985	756	 756	 1230	 1	 1985
node_7135	node_7136	6	6	 6	 0	 0	 6
node_7134	node_7139	302	304	 302	 0	 0	 302
node_7138	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA4.KR820409	729	729	 729	 0	 0	 729
node_7139	node_7140	570	240	 240	 330	 0	 570
node_7146	node_7147	562	267	 267	 296	 1	 562
node_7137	node_7138	1044	247	 247	 804	 7	 1044
node_7143	node_7144	312	36	 38	 274	 0	 312
node_7133	node_7143	428	421	 428	 0	 0	 428
node_7141	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA18.KR820402	1481	758	 758	 724	 1	 1481
node_7145	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA13.KR820398	2330	1099	 1099	 1234	 3	 2330
node_7142	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA9.KR820414	1337	1263	 1337	 0	 0	 1337
node_7144	node_7146	314	314	 314	 0	 0	 314
node_7146	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA3.KR820408	760	760	 760	 0	 0	 760
node_7141	node_7142	1215	255	 255	 962	 2	 1215
node_7144	node_7145	24	24	 24	 0	 0	 24
node_7142	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA22.KR820406	2029	772	 772	 1302	 45	 2029
node_7147	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA7.KR820412	1312	524	 533	 784	 5	 1312
node_7147	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA1.KR820394	2938	577	 578	 2386	 26	 2938
node_7145	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA23.KR820407	2047	1032	 1032	 1018	 3	 2047
node_7143	node_7148	609	348	 346	 266	 3	 609
node_7148	node_7150	482	149	 150	 332	 0	 482
node_7149	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA20.KR820405	3047	826	 1173	 1903	 29	 3047
node_7150	node_7151	1002	735	 795	 212	 5	 1002
node_7149	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA16.KR820401	1047	789	 786	 266	 5	 1047
node_7148	node_7149	231	22	 22	 210	 1	 231
node_7151	C.ZA.2004.04ZASK176B1.DQ056416	1491	819	 829	 690	 28	 1491
node_7150	C.ZM.2010.Z4248F_11Jun10_PL_NFLG_SGA2.KR820404	1381	712	 711	 708	 38	 1381
node_7151	C.ZA.2004.04ZASK156B1.DQ011171	1772	799	 950	 842	 20	 1772
node_7154	node_7155	892	235	 509	 392	 9	 892
node_7156	C.ZA.2004.SK144B1.AY703911	1559	1021	 1038	 564	 43	 1559
node_7155	node_7156	437	437	 437	 0	 0	 437
node_7153	node_7154	230	235	 230	 0	 0	 230
node_7113	node_7152	627	110	 117	 510	 0	 627
node_7152	node_7153	23	24	 23	 0	 0	 23
node_7156	C.ZM.2010.305156_4Jun10_NFLG_TF_Con.MT347681	2350	1017	 1251	 1142	 43	 2350
node_7163	node_7164	273	7	 7	 266	 0	 273
node_7154	node_7158	1241	768	 769	 480	 8	 1241
node_7161	C.TZ.2008.DEMC08TZ005.MH078540	1429	290	 290	 1142	 3	 1429
node_7158	node_7159	1120	403	 398	 748	 26	 1120
node_7161	C.TZ.2008.707010457_CH457.w8.KC156220	2067	817	 817	 1252	 2	 2067
node_7153	node_7162	563	565	 563	 0	 0	 563
node_7159	C.MW.2007.703010228_CH228_TFa.KC156120	1332	890	 890	 444	 2	 1332
node_7159	C.MW.2007.703010228_CH228_TFb.KC156121	2433	881	 882	 1558	 7	 2433
node_7160	C.MW.2007.703010085_CH085.w4a.KC156211	1994	1361	 1373	 654	 33	 1994
node_7158	node_7160	122	124	 122	 0	 0	 122
node_7164	C.ZM.2011.ZM1044M_16Aug2011_1A_23_N.MT194138	2467	949	 949	 1526	 8	 2467
node_7162	node_7163	0	0	 0	 0	 0	 0
node_7160	node_7161	475	465	 475	 0	 0	 475
node_7164	C.ZM.2006.ZM1044M_25Mar2006_SC_1_N.MT194170	1859	752	 752	 1112	 5	 1859
node_7165	node_7166	982	329	 502	 480	 0	 982
node_7155	node_7157	456	451	 456	 0	 0	 456
node_7157	C.TZ.2006.CO3969V6.KX907391	1578	654	 972	 632	 26	 1578
node_7166	C.ZM.2006.ZM1044M_25Mar2006_SC_3_N.MT194171	1402	450	 450	 952	 0	 1402
node_7162	node_7167	814	304	 304	 510	 0	 814
node_7157	C.BW.1999.99BW47547.AF443086	2241	882	 888	 1382	 29	 2241
node_7165	C.ZM.2006.ZM1044M_25Mar2006_TF_NFLG.MT194178	734	734	 734	 0	 0	 734
node_7163	node_7165	452	0	 0	 452	 0	 452
node_7167	node_7169	627	93	 93	 534	 0	 627
node_7168	C.ZM.2006.ZM1044M_25Mar2006_SC_7_N.MT194175	952	345	 345	 608	 1	 952
node_7169	C.ZM.2006.ZM1044M_25Mar2006_SC_11_N.MT194169	734	342	 342	 392	 0	 734
node_7167	node_7168	91	91	 91	 0	 0	 91
node_7166	C.ZM.2006.ZM1044M_25Mar2006_SC_10.B_N.MT194168	1909	451	 451	 1458	 0	 1909
node_7169	node_7170	720	0	 0	 720	 0	 720
node_7168	C.ZM.2006.ZM1044M_25Mar2006_SC_5_N.MT194173	554	344	 344	 210	 0	 554
node_7171	node_7172	44	41	 44	 0	 0	 44
node_7170	C.ZM.2006.ZM1044M_25Mar2006_SC_6_N.MT194174	1110	362	 364	 746	 0	 1110
node_7152	node_7171	338	339	 338	 0	 0	 338
node_7170	C.ZM.2006.ZM1044M_25Mar2006_SC_8_N.MT194176	2265	349	 349	 1918	 2	 2265
node_7174	C.ZM.2006.ZM1044M_25Mar2006_SC_9_N.MT194177	431	431	 431	 0	 0	 431
node_7173	node_7174	17	15	 17	 0	 0	 17
node_7172	node_7173	1089	570	 584	 510	 5	 1089
node_7176	C.TZ.1997.97TZ04.AF361874	3041	907	 1424	 1679	 62	 3041
node_7175	node_7176	864	818	 864	 0	 0	 864
node_7174	C.ZM.2006.ZM1044M_25Mar2006_SC_4_N.MT194172	1147	431	 431	 716	 0	 1147
node_7177	node_7178	170	162	 170	 0	 0	 170
node_7172	node_7177	2366	789	 1066	 1315	 15	 2366
node_7176	C.TZ.2004.CO6812V3.KX907422	897	665	 672	 240	 15	 897
node_7175	C.ZM.2006.ZM1044M_25Mar2006_SC_10.A_N.MT194167	924	451	 451	 480	 7	 924
node_7173	node_7175	245	6	 8	 240	 3	 245
node_7178	C.TZ.1998.98TZ017.AF286235	3120	726	 1592	 1604	 76	 3120
node_7177	node_7179	349	119	 117	 240	 8	 349
node_7178	C.ZA.2003.03ZASK232B1.DQ093589	846	558	 846	 0	 0	 846
node_7179	C.ZA.2014.DEMC14ZA175.MN703145	701	679	 701	 0	 0	 701
node_7171	node_7181	502	489	 502	 0	 0	 502
node_7181	node_7182	0	0	 0	 0	 0	 0
node_7180	C.ZA.2003.03ZAPS050MB1.DQ369980	4692	809	 1687	 3176	 171	 4692
node_7180	C.ZM.2006.ZM1124F_18May2006_SC_9_N.MT194609	437	432	 437	 0	 0	 437
node_7179	node_7180	244	239	 244	 0	 0	 244
node_7182	node_7183	0	0	 0	 0	 0	 0
node_7183	C.ZM.2006.ZM1124F_18May2006_TF_NFLG.MT194610	1649	535	 535	 1114	 0	 1649
node_7183	C.ZM.2006.ZM1124F_18May2006_SC_2_N.MT194602	1854	537	 537	 1318	 1	 1854
node_7182	node_7184	600	90	 90	 510	 0	 600
node_7184	node_7185	608	0	 0	 608	 0	 608
node_7184	C.ZM.2006.ZM1124F_18May2006_SC_1_N.MT194601	446	446	 446	 0	 0	 446
node_7185	C.ZM.2006.ZM1124F_18May2006_SC_6_N.MT194606	448	448	 448	 0	 0	 448
node_7185	C.ZM.2006.ZM1124F_18May2006_SC_3_N.MT194603	1192	448	 448	 744	 0	 1192
node_7186	node_7187	430	430	 430	 0	 0	 430
node_7181	node_7186	817	214	 214	 604	 1	 817
node_7187	C.ZM.2006.ZM1124F_18May2006_SC_8_N.MT194608	111	111	 111	 0	 0	 111
node_7189	C.ZM.2006.ZM1124F_18May2006_SC_5_N.MT194605	1761	849	 849	 912	 0	 1761
node_7187	C.ZM.2006.ZM1124F_18May2006_SC_7_N.MT194607	2261	115	 115	 2148	 2	 2261
node_6878	node_7190	113	114	 113	 0	 0	 113
node_7189	C.ZM.2006.ZM1124F_18May2006_SC_4_N.MT194604	1822	846	 846	 976	 0	 1822
node_7188	C.ZM.2006.ZM1124F_18May2006_SC_10_N.MT194600	1651	845	 845	 806	 0	 1651
node_7186	node_7188	304	304	 304	 0	 0	 304
node_7191	node_7192	101	99	 101	 0	 0	 101
node_7192	node_7193	436	66	 63	 379	 6	 436
node_7188	node_7189	1	1	 1	 0	 0	 1
node_7190	node_7191	43	49	 43	 0	 0	 43
node_7193	node_7194	520	464	 520	 0	 0	 520
node_7195	node_7196	32	32	 32	 0	 0	 32
node_7195	node_7199	9	9	 9	 0	 0	 9
node_7198	C.ZA.2017.CAP217-B-W45.MN097593	1738	490	 490	 1253	 5	 1738
node_7196	node_7198	8	8	 8	 0	 0	 8
node_7198	C.ZA.2017.CAP217-B-W17.MN097587	1144	530	 537	 612	 5	 1144
node_7199	node_7201	26	26	 26	 0	 0	 26
node_7197	C.ZA.2017.CAP217-B-W11.MN097586	1749	571	 835	 960	 46	 1749
node_7199	node_7200	23	15	 23	 0	 0	 23
node_7202	C.ZA.2017.CAP217-W14.MN097595	2391	439	 439	 1952	 0	 2391
node_7196	node_7197	488	122	 121	 369	 2	 488
node_7201	node_7202	359	46	 46	 314	 1	 359
node_7197	A1C.KE.2000.KISII5011.AF457061	2923	1282	 1769	 1215	 61	 2923
node_7194	node_7195	386	23	 23	 366	 3	 386
node_7201	C.ZA.2017.CAP217-B-W18.MN097588	471	471	 471	 0	 0	 471
node_7200	C.ZA.2017.CAP217-W24.MN097597	1017	537	 537	 480	 0	 1017
node_7194	node_7203	727	19	 19	 710	 2	 727
node_7202	C.ZA.2017.CAP217-W7.MN097599	1283	439	 439	 844	 0	 1283
node_7204	node_7205	9	9	 9	 0	 0	 9
node_7200	C.ZA.2017.CAP217-B-W10.MN097585	2064	494	 503	 1601	 40	 2064
node_7204	node_7206	318	20	 20	 298	 0	 318
node_7203	node_7204	303	7	 7	 296	 0	 303
node_7205	C.ZA.2017.CAP217-B-W32.MN097590	1656	486	 486	 1172	 2	 1656
node_7206	C.ZA.2017.CAP217-W3.MN097598	1028	483	 483	 546	 1	 1028
node_7205	C.ZA.2017.CAP217-B-W41.MN097592	1208	487	 487	 724	 3	 1208
node_7206	node_7207	377	15	 15	 366	 4	 377
node_7207	C.ZA.2017.CAP217-B-W1.MN097584	1450	493	 493	 962	 5	 1450
node_7208	node_7209	362	51	 51	 314	 3	 362
node_7203	node_7208	38	37	 38	 0	 0	 38
node_7208	node_7210	852	458	 458	 396	 2	 852
node_7207	C.ZA.2017.CAP217-B-W31.MN097589	1801	505	 505	 1304	 8	 1801
node_7210	C.ZA.2017.CAP217-W2.MN097596	300	300	 300	 0	 0	 300
node_7209	C.ZA.2017.CAP217-B-W4.MN097591	1750	499	 500	 1256	 6	 1750
node_7210	node_7211	53	53	 53	 0	 0	 53
node_7193	node_7212	150	156	 150	 0	 0	 150
node_7211	C.ZA.2017.CAP217-W12.MN097594	1178	471	 471	 728	 21	 1178
node_7209	C.ZA.2017.CAP217-W8.MN097600	1543	479	 479	 1070	 6	 1543
node_7212	node_7213	781	212	 486	 311	 16	 781
node_7216	node_7217	1053	307	 309	 776	 32	 1053
node_7213	node_7214	199	203	 199	 0	 0	 199
node_7214	node_7216	281	280	 281	 0	 0	 281
node_7216	C.ZA.2000.1178MB.AY463233	1629	1249	 1265	 381	 17	 1629
node_7220	node_7221	10	10	 10	 0	 0	 10
node_7211	C.ZA.2010.DEMC10ZA001.JX140669	1770	997	 1770	 0	 0	 1770
node_7221	C.KE.2010.20337v14_10.MN791532	1169	143	 143	 1028	 2	 1169
node_7217	C.ZA.2004.SK143B1.AY703910	1935	1354	 1370	 575	 10	 1935
node_7213	node_7218	24	28	 24	 0	 0	 24
node_7218	node_7220	1422	629	 915	 510	 3	 1422
node_7215	C.TZ.2004.CO3979V3.KX907392	2099	873	 1082	 1050	 33	 2099
node_7220	C.KE.2010.20337v14_04.MN791527	1315	142	 142	 1174	 1	 1315
node_7219	C.MW.2008.702010293_CH293.w8a.KC156216	1439	1061	 1061	 382	 4	 1439
node_7214	node_7215	375	143	 141	 240	 6	 375
node_7222	node_7223	931	55	 60	 876	 5	 931
node_7218	node_7219	777	755	 777	 0	 0	 777
node_7217	C.CY.2005.CY040.FJ388901	705	694	 705	 0	 0	 705
node_7221	C.KE.2010.20337v14_07.MN791530	1216	146	 146	 1072	 2	 1216
node_7212	node_7222	767	302	 300	 480	 13	 767
node_7223	node_7224	11	11	 11	 0	 0	 11
node_7215	C.ZA.2004.04ZASK234B1.DQ093605	2116	1216	 1589	 564	 37	 2116
node_7219	C.MW.2008.702010293_CH293.w8b.KC156217	2293	1073	 1073	 1224	 4	 2293
node_7224	C.KE.2010.20337v14_11.MN791533	1143	252	 252	 892	 1	 1143
node_7223	node_7225	523	257	 257	 266	 0	 523
node_7222	node_7227	424	49	 45	 382	 3	 424
node_7226	C.KE.2010.20337v02_04.MN791497	129	121	 129	 0	 0	 129
node_7225	C.KE.2010.20337v02_05.MN791498	9	9	 9	 0	 0	 9
node_7226	C.KE.2010.20337v02_01.MN791494	2793	16	 16	 2792	 15	 2793
node_7225	node_7226	10	10	 10	 0	 0	 10
node_7224	C.KE.2010.20337v14_01.MN791524	2580	248	 248	 2335	 3	 2580
node_7227	node_7228	0	0	 0	 0	 0	 0
node_7228	C.KE.2010.20337v02_11.MN791503	604	223	 223	 382	 1	 604
node_7228	C.KE.2010.20337v02_08.MN791501	1907	223	 223	 1684	 0	 1907
node_7229	node_7230	978	173	 195	 788	 5	 978
node_7227	node_7229	91	91	 91	 0	 0	 91
node_7229	C.KE.2010.20337v02_06.MN791499	929	136	 136	 794	 1	 929
node_7233	node_7234	70	72	 70	 0	 0	 70
node_7230	C.KE.2010.20337v14_05.MN791528	14	14	 14	 0	 0	 14
node_7230	C.KE.2010.20337v14_03.MN791526	9	9	 9	 0	 0	 9
node_7192	node_7231	131	129	 131	 0	 0	 131
node_7231	node_7232	0	0	 0	 0	 0	 0
node_7232	node_7233	756	452	 452	 313	 9	 756
node_7236	C.KE.2010.20337v14_02.MN791525	2081	259	 259	 1834	 12	 2081
node_7234	node_7235	6	6	 6	 0	 0	 6
node_7234	node_7236	8	8	 8	 0	 0	 8
node_7235	C.KE.2010.20337v14_06.MN791529	2169	255	 255	 1922	 8	 2169
node_7235	C.KE.2010.20337v14_08.MN791531	286	277	 286	 0	 0	 286
node_7236	C.KE.2010.20337v02_10.MN791502	317	316	 317	 0	 0	 317
node_7237	node_7238	13	13	 13	 0	 0	 13
node_7233	node_7237	39	37	 39	 0	 0	 39
node_7238	C.KE.2010.20337v02_02.MN791495	1133	347	 346	 790	 3	 1133
node_7241	node_7242	108	108	 108	 0	 0	 108
node_7237	node_7239	39	40	 39	 0	 0	 39
node_7243	C.ZM.2007.ZM634F_24Jul2007_SC_15_N.MT195392	1608	767	 767	 871	 30	 1608
node_7238	C.KE.2010.20337v02_03.MN791496	2405	293	 293	 2124	 12	 2405
node_7232	node_7241	896	543	 567	 334	 5	 896
node_7242	node_7243	28	28	 28	 0	 0	 28
node_7243	C.TZ.2004.CO0377V4.KX907345	2871	1214	 1721	 1208	 58	 2871
node_7239	node_7240	472	455	 472	 0	 0	 472
node_7240	C.ZM.2002.02ZM115.AB254148	1908	1603	 1615	 316	 23	 1908
node_7239	C.KE.2010.20337v02_07.MN791500	1927	334	 333	 1635	 41	 1927
node_7240	C.TZ.2006.CO0694V7.KX907349	695	680	 695	 0	 0	 695
node_7244	C.ZM.2007.ZM634F_24Jul2007_SC_14_N.MT195391	433	433	 433	 0	 0	 433
node_7242	node_7244	640	306	 306	 334	 0	 640
node_7244	node_7245	4	4	 4	 0	 0	 4
node_7252	node_7253	318	318	 318	 0	 0	 318
node_7245	C.ZM.2007.ZM634F_24Jul2007_SC_12_N.MT195389	1303	442	 442	 862	 1	 1303
node_7248	C.ZM.2007.ZM634F_24Jul2007_SC_10_N.MT195387	952	234	 234	 718	 0	 952
node_7231	node_7250	240	0	 0	 240	 0	 240
node_7245	C.ZM.2007.ZM634F_24Jul2007_TF_NFLG.MT195403	3063	433	 433	 2632	 2	 3063
