Parent	Child	PanMAN_Diff	MAFFT_Diff	Difference
node_1955	node_1963	633	232	401
node_1963	node_1964	5	7	-2
node_1962	KJ627265.1	1732	1350	382
node_1962	KJ627332.1	0	0	0
node_1964	node_1965	4	4	0
node_1965	KY249659.1	792	394	398
node_1965	MN125666.1	114	114	0
node_1964	node_1966	6	6	0
node_1966	MN125663.1	136	136	0
node_1966	MN125677.1	131	131	0
node_1967	node_1968	0	0	0
node_1963	node_1967	113	113	0
node_1968	MH760664.1	39	39	0
node_1968	MN125673.1	1567	1047	520
node_1967	node_1969	1	1	0
node_1969	MH760662.1	39	39	0
node_1969	KU950597.1	4045	4045	0
node_1939	node_1970	289	86	203
node_1970	node_1971	28	26	2
node_1971	node_1972	704	303	401
node_1972	node_1973	10	10	0
node_1974	KU950657.1	105	104	1
node_1975	MN365482.1	21	21	0
node_1974	KY249662.1	162	162	0
node_1973	node_1974	731	330	401
node_1973	node_1975	2638	2638	0
node_1975	MN365568.1	77	77	0
node_1972	node_1976	66	66	0
node_1976	node_1977	8	8	0
node_1977	MN365569.1	455	53	402
node_1977	MN365575.1	91	91	0
node_1976	node_1978	1	1	0
node_1978	MN365479.1	182	182	0
node_1971	node_1979	1	1	0
node_1978	MN365426.1	958	958	0
node_1980	node_1981	35	35	0
node_1979	node_1980	21	21	0
node_1981	LC474548.1	199	196	3
node_1981	KY249664.1	152	152	0
node_1980	node_1982	89	90	-1
node_1982	MN108248.1	2004	2059	-55
node_1982	MN108247.1	875	857	18
node_1984	KF893260.1	94	94	0
node_1979	node_1983	488	485	3
node_1983	node_1985	39	39	0
node_1983	node_1984	6	6	0
node_1984	KU316097.1	31	31	0
node_1985	KU316095.1	0	0	0
node_1970	node_1986	503	498	5
node_1985	KU316147.1	2	2	0
node_1986	node_1987	4	4	0
node_1987	node_1988	30	30	0
node_1988	node_1989	0	0	0
node_1989	KJ723479.1	69	67	2
node_1989	MG642059.1	12	12	0
node_1990	KP258718.1	65	65	0
node_1988	node_1990	0	0	0
node_1990	KU316101.1	453	53	400
node_1987	node_1991	23	23	0
node_1992	MG642044.1	406	4	402
node_1992	MG642078.1	3	3	0
node_1993	MG642065.1	5	5	0
node_1993	KP258736.1	62	62	0
node_1991	node_1992	2	2	0
node_1994	node_1995	402	1	401
node_1995	node_1996	26	26	0
node_1991	node_1993	0	0	0
node_1986	node_1994	3	3	0
node_1996	MG642025.1	4	4	0
node_1996	KU316177.1	6	6	0
node_1995	node_1997	15	15	0
node_1997	MG642037.1	2	2	0
node_1994	node_1998	0	0	0
node_1997	MG642047.1	406	4	402
node_1998	node_1999	7	1	6
node_1999	MG642045.1	12	10	2
node_1999	KU316116.1	24	24	0
node_1998	node_2000	14	14	0
node_2000	KU316122.1	3	3	0
node_2000	KP856963.1	64	64	0
node_2001	node_2002	868	789	79
node_2002	node_2003	477	363	114
node_2006	node_2007	5	5	0
node_2005	node_2006	180	153	27
node_2003	node_2004	911	645	266
node_2008	node_2009	158	158	0
node_2009	node_2010	81	81	0
node_2007	node_2008	52	52	0
node_2010	KJ723485.2	23	23	0
node_2010	node_2011	0	0	0
node_2011	KP258738.1	30	30	0
node_2004	node_2005	4354	2810	1544
node_1	node_2001	5706	5240	466
node_2009	node_2012	11	11	0
node_2011	KU316136.1	44	44	0
node_2012	node_2013	46	46	0
node_2013	KU316115.1	2	2	0
node_2013	MG642053.1	223	223	0
node_2012	node_2014	110	110	0
node_2014	AY353550.1	146	146	0
node_2008	node_2015	130	130	0
node_2014	MG813995.1	226	226	0
node_2016	node_2017	2	2	0
node_2017	KP258735.1	2	2	0
node_2015	node_2016	0	0	0
node_2018	KJ723469.1	8	8	0
node_2016	node_2018	0	0	0
node_2017	KJ723463.2	2	2	0
node_2018	KU316108.1	298	4	294
node_2015	node_2019	6	6	0
node_2020	KU316151.1	5	5	0
node_2019	node_2020	0	0	0
node_2020	KU316129.1	4	4	0
node_2019	node_2021	0	0	0
node_2021	MG642051.1	0	0	0
node_2021	MG642068.1	21	21	0
node_2022	node_2023	0	0	0
node_2023	node_2024	236	236	0
node_2007	node_2022	114	114	0
node_2024	node_2025	56	56	0
node_2025	KJ723476.2	301	7	294
node_2025	MG642076.1	20	20	0
node_2024	node_2026	5	5	0
node_2026	KP258731.1	21	21	0
node_2027	node_2028	0	0	0
node_2026	KP258712.1	86	86	0
node_2023	node_2027	2	2	0
node_2028	KU316144.1	2	2	0
node_2028	KP258721.1	253	253	0
node_2027	node_2029	0	0	0
node_2029	MG642054.1	6	6	0
node_2030	node_2031	1	1	0
node_2022	node_2030	0	0	0
node_2029	MG642027.1	5	5	0
node_2032	KU316132.1	7	7	0
node_2031	node_2032	0	0	0
node_2031	node_2033	0	0	0
node_2032	KU316127.1	5	5	0
node_2033	MG642072.1	4	4	0
node_2034	node_2035	0	0	0
node_2033	KJ723477.1	9	9	0
node_2030	node_2034	4	4	0
node_2035	KJ723460.1	5	5	0
node_2035	KP258698.1	1	1	0
node_2036	KJ723470.2	3	3	0
node_2006	node_2037	1	1	0
node_2034	node_2036	0	0	0
node_2037	node_2038	15	15	0
node_2036	KJ723480.2	4	4	0
node_2038	node_2039	57	57	0
node_2039	node_2040	0	0	0
node_2040	OK649749.1	160	160	0
node_2040	node_2041	23	23	0
node_2041	KU316113.1	5	5	0
node_2041	MG642082.1	10	10	0
node_2039	node_2042	0	0	0
node_2042	node_2043	25	25	0
node_2043	MG642036.1	1	1	0
node_2043	KJ723482.2	6	6	0
node_2042	node_2044	46	46	0
node_2038	node_2045	2	2	0
node_2044	MG642066.1	14	14	0
node_2044	KU316181.1	20	20	0
node_2045	node_2046	3	3	0
node_2047	MG642046.1	40	40	0
node_2047	MG642043.1	77	77	0
node_2046	node_2048	0	0	0
node_2048	KU316102.1	89	89	0
node_2046	node_2047	1	1	0
node_2048	KP258714.1	382	90	292
node_2045	node_2049	72	72	0
node_2049	node_2050	60	60	0
node_2050	KU316175.1	2	2	0
node_2049	node_2051	0	0	0
node_2050	MG642039.1	2	2	0
node_2051	KU316130.1	4	4	0
node_2037	node_2052	7	7	0
node_2051	KU316173.1	3	3	0
node_2052	node_2053	4	4	0
node_2053	node_2054	57	56	1
node_2054	node_2055	0	0	0
node_2055	KJ723481.2	4	4	0
node_2055	MG642042.1	3	3	0
node_2054	node_2056	0	0	0
node_2053	node_2057	97	97	0
node_2058	MK167030.1	84	89	-5
node_2056	MG642057.1	3	3	0
node_2057	node_2058	2	2	0
node_2056	KY674983.1	168	168	0
node_2058	AF013254.1	81	81	0
node_2057	node_2059	18	18	0
node_2060	node_2061	0	0	0
node_2059	AF013255.1	1671	1377	294
node_2052	node_2060	243	243	0
node_2059	KU316182.1	135	135	0
node_2061	node_2062	34	34	0
node_2061	node_2063	12	12	0
node_2062	KU316172.1	477	183	294
node_2062	KP258724.1	48	48	0
node_2063	KP258708.1	29	29	0
node_2063	OK649752.1	95	95	0
node_2060	node_2064	1	1	0
node_2064	node_2065	0	0	0
node_2065	KP258742.1	19	19	0
node_2065	KU316134.1	378	84	294
node_2064	node_2066	61	61	0
node_2066	KU316158.1	51	51	0
node_2005	node_2067	99	96	3
node_2068	node_2069	70	68	2
node_2066	KP258739.1	43	43	0
node_2067	node_2068	11	5	6
node_2069	node_2070	1	1	0
node_2070	node_2071	35	35	0
node_2071	KP258713.1	10	10	0
node_2071	node_2072	0	0	0
node_2072	KP258745.1	9	9	0
node_2072	OK649748.1	76	76	0
node_2070	node_2073	2	2	0
node_2073	node_2074	2	2	0
node_2074	KU316100.1	45	45	0
node_2074	KP856966.1	136	136	0
node_2073	node_2075	17	1	16
node_2075	KU316179.1	92	92	0
node_2075	OK649740.1	137	137	0
node_2069	node_2076	0	0	0
node_2076	node_2077	4	4	0
node_2077	node_2078	38	38	0
node_2078	KU316105.1	107	107	0
node_2077	node_2079	172	172	0
node_2079	JX576760.1	81	81	0
node_2079	JQ582843.1	69	71	-2
node_2076	node_2080	112	112	0
node_2081	MF185754.1	461	461	0
node_2081	KU316094.1	33	33	0
node_2080	node_2081	0	0	0
node_2080	node_2082	0	0	0
node_2082	OK649745.1	180	179	1
node_2078	KP258706.1	7637	3697	3940
node_2082	KU316156.1	37	37	0
node_2083	node_2084	30	30	0
node_2068	node_2083	142	110	32
node_2084	node_2085	2	1	1
node_2085	node_2086	0	0	0
node_2086	KP258702.1	1	1	0
node_2085	node_2087	0	0	0
node_2087	OK649746.1	82	82	0
node_2087	KU316117.1	2	2	0
node_2084	node_2088	0	0	0
node_2088	node_2089	0	0	0
node_2089	MG642064.1	7	6	1
node_2089	KP258705.1	9	9	0
node_2086	KP856962.1	7632	3670	3962
node_2088	node_2090	22	22	0
node_2090	KU316114.1	13	13	0
node_2090	OK649751.1	98	98	0
node_2083	node_2091	0	0	0
node_2091	node_2092	1	1	0
node_2093	KJ723484.2	7	7	0
node_2093	OK649750.1	386	92	294
node_2092	node_2093	8	8	0
node_2092	node_2094	0	0	0
node_2094	KU316128.1	23	23	0
node_2094	KU316159.1	104	103	1
node_2095	node_2096	0	0	0
node_2091	node_2095	125	125	0
node_2096	MG642049.1	4	4	0
node_2096	MG642062.1	173	173	0
node_2097	KU316163.1	2	2	0
node_2095	node_2097	0	0	0
node_2097	KJ723466.2	3	3	0
node_2098	node_2099	71	69	2
node_2067	node_2098	388	240	148
node_2102	OK649747.1	118	118	0
node_2099	node_2100	223	223	0
node_2101	node_2102	1	1	0
node_2100	node_2101	127	127	0
node_2102	KU316111.1	46	46	0
node_2103	KP258720.1	24	24	0
node_2103	KP856965.1	107	107	0
node_2101	node_2103	0	0	0
node_2100	node_2104	214	214	0
node_2105	KP856961.1	349	349	0
node_2104	node_2105	0	0	0
node_2105	KP317923.1	48	48	0
node_2104	node_2106	204	204	0
node_2106	KP317922.1	8	8	0
node_2106	KP317929.1	22	22	0
node_2099	node_2107	30	30	0
node_2107	node_2108	128	124	4
node_2108	node_2109	31	31	0
node_2109	KP317919.1	2958	2958	0
node_2109	KF826853.2	520	520	0
node_2108	node_2110	50	46	4
node_2110	MF185751.1	86	86	0
node_2110	KP317939.1	40	40	0
node_2111	node_2112	0	0	0
node_2111	node_2113	0	0	0
node_2113	JC603430.1	646	646	0
node_2112	KJ817801.1	646	646	0
node_2113	KJ817800.1	672	670	2
node_2114	node_2115	0	0	0
node_2098	node_2114	4230	2969	1261
node_2115	node_2116	1061	1056	5
node_2116	node_2117	4	4	0
node_2117	JC603429.1	1049	1049	0
node_2118	MK733768.1	734	734	0
node_2115	node_2119	6	6	0
node_2116	node_2118	0	0	0
node_2119	node_2120	0	0	0
node_2120	MG642067.1	6	6	0
node_2118	KP258695.1	1073	1068	5
node_2120	KU316165.1	64	64	0
node_2119	node_2121	0	0	0
node_2117	MK733769.1	1815	1806	9
node_2121	KU316162.1	4	4	0
node_2121	KP258730.1	3	3	0
node_2114	node_2122	1	1	0
node_2122	node_2123	6	6	0
node_2123	node_2124	2	2	0
node_2124	KU316153.1	7	7	0
node_2124	KP258719.1	4	4	0
node_2123	node_2125	0	0	0
node_2125	MG813989.1	167	167	0
node_2125	KJ723491.2	11	8	3
node_2126	node_2127	22	22	0
node_2122	node_2126	3	3	0
node_2127	KP258741.1	6	6	0
node_2126	node_2128	11	11	0
node_2127	KP258729.1	0	0	0
node_2128	KU316174.1	24	24	0
node_2128	KJ723475.1	80	80	0
node_2130	node_2131	257	257	0
node_2004	node_2129	536	435	101
node_2129	node_2130	163	163	0
node_2131	node_2132	47	47	0
node_2132	node_2133	0	0	0
node_2133	node_2134	0	0	0
node_2134	KJ723461.1	5	5	0
node_2134	node_2135	3	3	0
node_2135	KU316152.1	0	0	0
node_2135	KU316154.1	1	1	0
node_2133	node_2136	0	0	0
node_2136	node_2137	1	1	0
node_2137	KU316120.1	5	5	0
node_2137	MG642069.1	2	2	0
node_2136	node_2138	1	1	0
node_2138	KJ723467.1	611	4	607
node_2138	MG642038.1	1	1	0
node_2132	node_2139	1	1	0
node_2139	node_2140	0	0	0
node_2140	node_2141	1	1	0
node_2141	KU316169.1	2	2	0
node_2141	MG642075.1	5	5	0
node_2140	node_2142	1	1	0
node_2142	KU316160.1	6	6	0
node_2112	MG642029.1	11178	8828	2350
node_2139	node_2143	43	43	0
node_2142	KU316146.1	53	53	0
node_2143	node_2145	26	26	0
node_2144	KJ723478.1	12	12	0
node_2131	node_2146	96	96	0
node_2143	node_2144	1	1	0
node_2144	KU316103.1	69	43	26
node_2145	KU316140.1	3	3	0
node_2147	node_2148	1	1	0
node_2149	KU316106.1	3	3	0
node_2146	node_2147	2	2	0
node_2145	KU316155.1	3	3	0
node_2148	node_2149	134	134	0
node_2148	node_2150	20	20	0
node_2150	KU316123.1	8	8	0
node_2150	KU316099.1	3	3	0
node_2149	KU316168.1	3	3	0
node_2147	node_2151	69	69	0
node_2151	node_2152	0	0	0
node_2152	OK649593.1	7	7	0
node_2152	KP258717.1	87	85	2
node_2153	OK649591.1	3	3	0
node_2155	node_2156	4	4	0
node_2146	node_2154	0	0	0
node_2151	node_2153	0	0	0
node_2153	OK649589.1	27	27	0
node_2156	OK649673.1	78	78	0
node_2156	KP258744.1	4	4	0
node_2155	node_2157	0	0	0
node_2154	node_2155	1	1	0
node_2157	KU316164.1	32	30	2
node_2157	OK649594.1	84	84	0
node_2154	node_2158	8	8	0
node_2158	node_2159	0	0	0
node_2158	node_2160	114	114	0
node_2159	KU316107.1	19	19	0
node_2159	OK649670.1	102	102	0
node_2160	KU316119.1	21	21	0
node_2160	KJ723474.1	24	10	14
node_2161	node_2162	7	7	0
node_2130	node_2161	101	92	9
node_2163	node_2164	154	151	3
node_2162	node_2163	274	269	5
node_2164	KJ723489.1	645	33	612
node_2164	node_2165	39	38	1
node_2165	KU316109.1	66	66	0
node_2165	KU316124.1	3	5	-2
node_2163	node_2166	42	42	0
node_2167	MG642060.1	56	56	0
node_2166	node_2168	3	3	0
node_2166	node_2167	0	0	0
node_2167	KU316171.1	50	50	0
node_2168	KU316112.1	49	49	0
node_2162	node_2169	51	53	-2
node_2169	node_2170	0	0	0
node_2168	MK733766.1	1051	1041	10
node_2170	node_2171	816	809	7
node_2171	JC603427.1	0	0	0
node_2171	KJ817798.1	0	0	0
node_2170	node_2172	0	0	0
node_2169	node_2173	0	0	0
node_2172	KT992094.1	0	0	0
node_2173	node_2174	52	52	0
node_2172	M74568.1	707	24	683
node_2175	AF035006.1	27	27	0
node_2174	KY418147.1	0	0	0
node_2174	KY418148.1	8	8	0
node_2177	node_2178	230	230	0
node_2173	node_2175	1	1	0
node_2176	node_2177	1	1	0
node_2175	JC603426.1	119	116	3
node_2161	node_2176	191	191	0
node_2178	node_2179	91	91	0
node_2179	JF920070.1	539	539	0
node_2179	JF920069.1	4	4	0
node_2178	node_2180	722	721	1
node_2180	JC603428.1	0	0	0
node_2180	KJ817799.1	0	0	0
node_2177	node_2181	0	0	0
node_2181	node_2182	0	0	0
node_2182	MT994242.1	730	730	0
node_2181	node_2183	0	0	0
node_2182	MK733767.1	847	844	3
node_2183	MT994243.1	729	729	0
node_2184	node_2185	0	0	0
node_2183	KF713492.1	758	758	0
node_2186	MK816924.1	767	767	0
node_2185	node_2186	0	0	0
node_2185	node_2187	1	1	0
node_2186	MK810782.1	738	738	0
node_2176	node_2184	89	1	88
node_2187	KU707921.1	437	437	0
node_2187	KX348546.1	1367	1367	0
node_2184	node_2188	29	3	26
node_2188	node_2189	0	0	0
node_2189	KF713490.1	0	0	0
node_2189	OM326756.1	1946	1946	0
node_2107	node_2111	4756	3662	1094
node_2188	node_2190	1695	1695	0
node_2129	node_2191	201	189	12
node_2190	KF713491.1	0	0	0
node_2190	MW039343.1	1	1	0
node_2191	node_2192	57	57	0
node_2192	node_2193	182	137	45
node_2193	node_2194	248	247	1
node_2194	node_2195	2	2	0
node_2195	MP212244.1	0	0	0
node_2195	node_2196	0	0	0
node_2196	MW768128.1	3	3	0
node_2194	node_2197	0	0	0
node_2197	node_2198	0	0	0
node_2198	OK649668.1	31	31	0
node_2196	AY911262.1	0	0	0
node_2198	MW768127.1	3	3	0
node_2197	node_2199	0	0	0
node_2199	DI482023.1	2	2	0
node_2199	MT492011.1	300	298	2
node_2193	node_2200	131	131	0
node_2200	node_2201	2	2	0
node_2202	MT492012.1	614	612	2
node_2201	node_2202	22	22	0
node_2202	GU591765.1	174	155	19
node_2203	GU591766.1	159	158	1
node_2201	node_2203	5	5	0
node_2203	GU591761.1	96	96	0
node_2200	node_2204	63	63	0
node_2204	node_2205	31	31	0
node_2205	GU591763.1	72	72	0
node_2205	GU591764.1	36	36	0
node_2206	GU591758.1	52	52	0
node_2204	node_2206	126	123	3
node_2192	node_2207	22	20	2
node_2206	GU591762.1	47	47	0
node_2207	node_2208	42	42	0
node_2208	node_2209	94	93	1
node_2209	node_2210	4	4	0
node_2210	GU591768.1	226	224	2
node_2210	GU591771.1	185	185	0
node_2209	node_2211	17	17	0
node_2211	GU591760.1	218	200	18
node_2211	GU591767.1	160	160	0
node_2208	node_2212	2	2	0
node_2212	node_2213	144	143	1
node_2212	node_2214	296	296	0
node_2214	KP258700.1	3	3	0
node_2213	GU591769.1	97	100	-3
node_2207	node_2215	186	186	0
node_2214	KU316167.1	624	13	611
node_2215	node_2216	32	32	0
node_2213	GU591770.1	101	101	0
node_2217	KU316110.1	36	36	0
node_2217	KP258734.1	83	83	0
node_2216	node_2217	0	0	0
node_2216	node_2218	1	1	0
node_2218	KJ723464.1	77	77	0
node_2218	KJ723492.1	94	94	0
node_2215	node_2219	34	34	0
node_2219	node_2220	1	1	0
node_2220	MG642056.1	1	1	0
node_2220	KU316166.1	91	91	0
node_2219	node_2221	0	0	0
node_2221	MG642081.1	3	3	0
node_2191	node_2222	82	82	0
node_2222	node_2223	78	78	0
node_2221	KU316142.1	186	186	0
node_2223	node_2224	112	0	112
node_2224	node_2225	71	71	0
node_2226	KJ723472.2	4030	4030	0
node_2225	node_2226	8	8	0
node_2225	node_2227	2	2	0
node_2226	MG642026.1	7	7	0
node_2227	KU316148.1	27	27	0
node_2227	KU316126.1	49	45	4
node_2224	node_2228	50	50	0
node_2229	KU316098.1	104	104	0
node_2228	node_2229	0	0	0
node_2229	MG642035.1	4	4	0
node_2230	KP258733.1	4	4	0
node_2228	node_2230	0	0	0
node_2230	KJ723483.1	5	5	0
node_2223	node_2231	0	0	0
node_2231	node_2232	48	48	0
node_2233	MG642071.1	3	3	0
node_2233	KU316125.1	159	159	0
node_2232	node_2233	2	2	0
node_2234	MG642077.1	2	2	0
node_2231	node_2235	2	2	0
node_2234	KU316138.1	3	3	0
node_2235	node_2236	1	1	0
node_2232	node_2234	28	28	0
node_2236	MG642070.1	82	81	1
node_2235	node_2237	347	33	314
node_2236	KP258723.1	71	71	0
node_2237	MG642063.1	62	60	2
node_2237	OK649672.1	228	227	1
node_2222	node_2238	171	171	0
node_2238	node_2239	4	4	0
node_2239	node_2240	3	3	0
node_2241	KP258743.1	85	85	0
node_2240	node_2241	1	1	0
node_2241	OK649658.1	63	63	0
node_2240	node_2242	0	0	0
node_2242	OK649678.1	151	151	0
node_2239	node_2243	47	47	0
node_2242	JF920065.1	70	70	0
node_2243	node_2244	11	11	0
node_2243	node_2245	0	0	0
node_2244	JX069801.1	53	53	0
node_2245	JX069800.1	64	64	0
node_2238	node_2246	0	0	0
node_2244	JF920066.1	424	420	4
node_2245	JF920062.1	88	88	0
node_2246	node_2247	451	451	0
node_2247	node_2248	395	395	0
node_2248	JF920063.1	196	196	0
node_2247	node_2249	453	453	0
node_2248	JF920064.2	3871	4588	-717
node_2246	node_2250	434	124	310
node_2249	JF920067.2	499	499	0
node_2249	JF920068.2	2483	1481	1002
node_2250	node_2251	5	5	0
node_2251	OK649669.1	484	169	315
node_2250	node_2252	1	1	0
node_2251	MG642030.1	44	43	1
node_2252	KU316092.1	368	86	282
node_2003	node_2253	466	257	209
node_2254	node_2255	44	23	21
node_2252	KP258737.1	43	43	0
node_2253	node_2254	211	87	124
node_2257	node_2258	4	4	0
node_2258	node_2259	3	3	0
node_2256	node_2257	113	112	1
node_2255	node_2256	131	65	66
node_2259	MG642034.1	210	207	3
node_2259	node_2260	84	84	0
node_2260	OK649590.1	37	37	0
node_2260	OK649657.1	37	37	0
node_2262	MG642080.1	1	1	0
node_2261	node_2262	1	1	0
node_2258	node_2261	24	24	0
node_2262	OK649592.1	102	102	0
node_2261	node_2263	0	0	0
node_2265	node_2266	4	4	0
node_2263	KU316131.1	1	1	0
node_2257	node_2264	1	1	0
node_2263	MG642033.1	4	4	0
node_2264	node_2265	24	24	0
node_2265	node_2267	307	1	306
node_2266	MG642050.1	5	5	0
node_2264	node_2268	153	144	9
node_2266	KP258697.1	9	9	0
node_2267	KU316139.1	164	164	0
node_2267	OK649659.1	157	156	1
node_2268	node_2269	0	0	0
node_2269	JX069798.1	56	56	0
node_2269	KJ627647.1	22	22	0
node_2268	node_2270	0	0	0
node_2270	KJ627648.1	12	12	0
node_2256	node_2271	61	59	2
node_2270	KJ627681.1	568	263	305
node_2271	node_2272	29	7	22
node_2273	node_2274	0	0	0
node_2274	DJ068250.1	137	137	0
node_2275	CS126018.1	137	137	0
node_2273	node_2275	0	0	0
node_2275	JB769063.1	541	137	404
node_2277	KU950573.1	576	273	303
node_2272	node_2276	3	3	0
node_2277	KU316118.1	185	180	5
node_2276	node_2277	43	43	0
node_2276	node_2278	95	85	10
node_2278	KP119746.1	0	0	0
node_2278	KP119747.1	9	9	0
node_2271	node_2279	137	73	64
node_2280	node_2281	0	0	0
node_2279	node_2280	6	6	0
node_2281	ON210121.1	24	24	0
node_2281	KP119745.1	13	13	0
node_2280	node_2282	0	0	0
node_2282	ON210122.1	33	33	0
node_2282	KP119748.1	13	13	0
node_2279	node_2283	0	0	0
node_2283	node_2284	310	4	306
node_2284	ON210123.1	203	203	0
node_2284	KP218910.1	23	23	0
node_2285	OK649612.1	331	323	8
node_2285	ON210124.1	286	117	169
node_2283	node_2285	7	7	0
node_2255	node_2286	2	1	1
node_2287	node_2288	67	65	2
node_2286	node_2287	69	50	19
node_2288	node_2289	36	35	1
node_2289	OK649625.1	324	18	306
node_2290	OK649598.1	1	1	0
node_2289	node_2290	11	11	0
node_2290	OK649627.1	19	19	0
node_2288	node_2291	13	13	0
node_2291	node_2292	23	23	0
node_2292	OK649614.1	11	11	0
node_2291	node_2293	101	100	1
node_2293	KJ627361.1	0	0	0
node_2292	OK649600.1	28	28	0
node_2293	KJ627305.1	7	7	0
node_2287	node_2294	3	3	0
node_2295	node_2296	108	108	0
node_2296	KJ627352.1	48	48	0
node_2294	node_2295	3	3	0
node_2295	node_2297	79	77	2
node_2296	MF973159.1	589	282	307
node_2297	JQ901452.1	3	3	0
node_2297	JQ901453.1	7	7	0
node_2294	node_2298	4	4	0
node_2298	node_2299	28	28	0
node_2299	JX015480.1	105	104	1
node_2299	KF826848.1	44	40	4
node_2300	OK649661.1	20	20	0
node_2298	node_2300	206	206	0
node_2286	node_2301	144	58	86
node_2300	OK649662.1	5	5	0
node_2301	node_2302	72	72	0
node_2302	node_2303	43	37	6
node_2303	node_2304	1	1	0
node_2304	OK649664.1	26	26	0
node_2304	OK649665.1	0	0	0
node_2305	OK649666.1	153	153	0
node_2303	node_2305	158	158	0
node_2305	KP317937.1	6080	3662	2418
node_2302	node_2306	5	1	4
node_2307	KP317950.1	423	423	0
node_2306	node_2307	163	16	147
node_2306	node_2308	58	58	0
node_2307	OK649660.1	24	23	1
node_2308	KP317933.1	1355	1046	309
node_2308	JX015486.1	19	19	0
node_2301	node_2309	2	2	0
node_2309	node_2310	9	9	0
node_2311	JQ901458.1	108	108	0
node_2310	node_2311	6	6	0
node_2310	node_2312	0	0	0
node_2311	OK649642.1	442	137	305
node_2312	JX069799.1	54	54	0
node_2312	JF920057.1	66	65	1
node_2313	node_2314	0	0	0
node_2309	node_2313	179	169	10
node_2314	JQ901457.1	273	264	9
node_2314	KJ627311.1	20	20	0
node_2313	node_2315	0	0	0
node_2315	KJ627336.1	28	28	0
node_2254	node_2316	2	0	2
node_2315	KJ627255.1	31	31	0
node_2316	node_2317	74	74	0
node_2317	node_2318	167	134	33
node_2319	node_2320	96	91	5
node_2318	node_2319	1	1	0
node_2320	KJ627260.1	31	31	0
node_2320	node_2321	2	1	1
node_2322	node_2323	4	4	0
node_2321	KJ627327.1	92	91	1
node_2321	KJ627353.1	25	25	0
node_2323	KJ627289.1	0	0	0
node_2319	node_2322	19	19	0
node_2323	KJ627284.1	2	2	0
node_2322	node_2324	1	1	0
node_2324	KJ627368.1	4013	2287	1726
node_2324	KJ627321.1	2	2	0
node_2326	node_2327	1	1	0
node_2325	node_2326	20	20	0
node_2327	KJ627339.1	3	3	0
node_2318	node_2325	0	0	0
node_2327	KJ627324.1	344	7	337
node_2326	node_2328	1	1	0
node_2328	KJ627366.1	481	175	306
node_2325	node_2329	3	3	0
node_2328	KJ627314.1	3	3	0
node_2331	OK649679.1	420	65	355
node_2329	node_2331	151	148	3
node_2329	node_2330	16	16	0
node_2330	KJ627276.1	329	3	326
node_2331	OK649596.1	165	160	5
node_2330	KJ627248.1	4	4	0
node_2317	node_2332	10	0	10
node_2333	node_2334	57	55	2
node_2332	node_2333	166	132	34
node_2334	node_2335	377	71	306
node_2335	KU316141.1	66	66	0
node_2336	KU316091.1	5	5	0
node_2335	JF920056.1	1468	1372	96
node_2334	node_2336	7	7	0
node_2336	KP856968.1	137	137	0
node_2333	node_2337	80	80	0
node_2337	node_2338	368	366	2
node_2338	KP317944.1	29	29	0
node_2338	KP317942.1	98	94	4
node_2337	node_2339	166	166	0
node_2339	JQ901447.1	71	67	4
node_2339	JX015481.1	179	157	22
node_2332	node_2340	101	97	4
node_2341	node_2342	49	49	0
node_2340	node_2341	87	87	0
node_2342	JX015495.1	44	44	0
node_2342	JX015497.1	38	38	0
node_2341	node_2343	0	0	0
node_2343	KF826838.1	29	29	0
node_2345	KJ627337.1	456	150	306
node_2343	KJ627335.1	141	141	0
node_2340	node_2344	44	44	0
node_2344	node_2345	4	4	0
node_2344	node_2346	0	0	0
node_2345	KJ627290.1	2	2	0
node_2346	KJ627257.1	6	6	0
node_2348	node_2349	0	0	0
node_2346	OK649610.1	228	228	0
node_2316	node_2347	136	136	0
node_2347	node_2348	0	0	0
node_2350	node_2351	2	2	0
node_2349	node_2350	23	23	0
node_2351	OK649605.1	1	1	0
node_2351	OK649604.1	7	7	0
node_2352	OK649603.1	2	2	0
node_2350	node_2352	5	5	0
node_2349	node_2353	9	9	0
node_2354	JX015499.1	32	32	0
node_2352	OK649613.1	36	32	4
node_2354	OK649618.1	665	39	626
node_2353	node_2354	17	17	0
node_2353	node_2355	6	6	0
node_2355	OK649638.1	35	35	0
node_2272	node_2273	30089	10984	19105
node_2355	OK649654.1	39	34	5
node_2274	FJ948820.1	30117	10997	19120
node_2348	node_2356	23	23	0
node_2356	node_2357	5	5	0
node_2358	OK649628.1	71	68	3
node_2358	OK649609.1	20	20	0
node_2357	node_2358	0	0	0
node_2357	node_2359	1	1	0
node_2359	OK649620.1	5	5	0
node_2359	OK649611.1	626	2	624
node_2356	node_2360	16	16	0
node_2360	node_2361	10	10	0
node_2361	OK649622.1	10	10	0
node_2361	OK649616.1	353	45	308
node_2362	OK649631.1	312	6	306
node_2360	node_2362	18	18	0
node_2362	OK649630.1	277	11	266
node_2347	node_2363	4	4	0
node_2366	OK649599.1	54	53	1
node_2363	node_2364	17	16	1
node_2364	node_2365	2	2	0
node_2366	OK649629.1	306	0	306
node_2365	node_2366	5	5	0
node_2367	OK649607.1	18	18	0
node_2367	OK649619.1	3	3	0
node_2365	node_2367	0	0	0
node_2364	node_2368	0	0	0
node_2368	node_2369	3	3	0
node_2369	OK649633.1	4	4	0
