Parent	Child	PanMAN_Diff	MAFFT_Diff
node_2080	node_2082	1	1
node_2081	KU316094.1	34	34
node_2086	KP258702.1	464	116
node_2087	OK649746.1	95	82
node_2083	node_2084	463	30
node_2069	node_2076	0	0
node_2078	KP258706.1	7344	3695
node_2085	node_2087	0	0
node_2085	node_2086	115	115
node_2082	OK649745.1	972	181
node_2083	node_2091	0	0
node_2092	node_2094	348	2
node_2074	KP856966.1	136	136
node_2078	KU316105.1	888	109
node_2089	KP258705.1	443	9
node_2089	MG642064.1	354	6
node_2088	node_2090	23	23
node_2088	node_2089	230	0
node_2082	KU316156.1	37	37
node_2084	node_2085	1	1
node_2084	node_2088	0	0
node_2094	KU316128.1	25	25
node_2090	OK649751.1	548	97
node_2093	KJ723484.2	7	7
node_2087	KU316117.1	350	2
node_2086	KP856962.1	7658	3670
node_2091	node_2095	125	125
node_2090	KU316114.1	361	14
node_2093	OK649750.1	981	92
node_2100	node_2101	344	295
node_2067	node_2098	741	740
node_2091	node_2092	1	1
node_2095	node_2096	0	0
node_2092	node_2093	8	8
node_2102	OK649747.1	1144	119
node_2095	node_2097	0	0
node_2096	MG642049.1	4	4
node_2098	node_2099	0	0
node_2101	node_2103	0	0
node_2101	node_2102	2	2
node_2103	KP856965.1	107	107
node_2094	KU316159.1	763	101
node_2097	KJ723466.2	233	3
node_2103	KP258720.1	24	24
node_2096	MG642062.1	1185	173
node_2097	KU316163.1	2	2
node_2099	node_2100	497	497
node_2100	node_2104	487	490
node_2102	KU316111.1	45	45
node_2108	node_2109	67	58
node_2106	KP317922.1	9	9
node_2104	node_2106	554	209
node_2105	KP856961.1	789	344
node_2099	node_2107	55	58
node_2104	node_2105	0	0
node_2107	node_2108	177	177
node_2105	KP317923.1	484	54
node_2106	KP317929.1	392	23
node_2109	KF826853.2	904	904
node_2109	KP317919.1	3666	3003
node_2107	node_2111	15585	13548
node_2110	MF185751.1	318	312
node_2112	KJ817801.1	13961	13961
node_2110	KP317939.1	267	267
node_2108	node_2110	274	209
node_2113	KJ817800.1	13961	13961
node_2113	JC603430.1	13961	13961
node_2114	node_2115	0	0
node_2111	node_2112	0	0
node_2120	MG642067.1	125	125
node_2124	KP258719.1	279	279
node_2111	node_2113	0	0
node_2119	node_2120	0	0
node_2112	MG642029.1	13946	11969
node_2114	node_2122	1	1
node_2117	JC603429.1	6693	6693
node_2123	node_2125	0	0
node_2122	node_2126	1	1
node_2126	node_2127	179	179
node_2121	KP258730.1	120	120
node_2098	node_2114	29266	3517
node_2125	MG813989.1	206	206
node_2116	node_2117	36	36
node_2115	node_2116	6852	6769
node_2119	node_2121	0	0
node_2127	KP258729.1	118	118
node_2118	KP258695.1	7102	7057
node_2004	node_2129	744	733
node_2118	MK733768.1	6659	6659
node_2134	node_2135	3	3
node_2115	node_2119	165	165
node_2121	KU316162.1	436	123
node_2137	MG642069.1	857	125
node_2117	MK733769.1	21229	7866
node_2116	node_2118	0	0
node_2120	KU316165.1	489	71
node_2122	node_2123	8	8
node_2123	node_2124	1	1
node_2125	KJ723491.2	283	283
node_2128	KU316174.1	142	142
node_2128	KJ723475.1	613	195
node_2126	node_2128	168	168
node_2129	node_2130	1167	1094
node_2130	node_2131	781	547
node_2131	node_2132	48	48
node_2136	node_2137	1	1
node_2136	node_2138	0	0
node_2132	node_2139	1	1
node_2144	KJ723478.1	135	135
node_2139	node_2140	1	1
node_2138	MG642038.1	124	124
node_2141	KU316169.1	125	125
node_2140	node_2142	1	1
node_2142	KU316146.1	175	173
node_2143	node_2144	1	1
node_2135	KU316152.1	123	123
node_2135	KU316154.1	436	122
node_2133	node_2136	0	0
node_2140	node_2141	1	1
node_2141	MG642075.1	442	128
node_2148	node_2149	140	132
node_2145	KU316140.1	858	126
node_2127	KP258741.1	124	124
node_2134	KJ723461.1	128	128
node_2138	KJ723467.1	857	126
node_2142	KU316160.1	128	128
node_2144	KU316103.1	166	166
node_2143	node_2145	26	26
node_2149	KU316168.1	126	126
node_2124	KU316153.1	282	282
node_2133	node_2134	0	0
node_2145	KU316155.1	126	126
node_2132	node_2133	1	1
node_2150	KU316099.1	445	128
node_2150	KU316123.1	130	130
node_2137	KU316120.1	128	128
node_2131	node_2146	100	99
node_2146	node_2147	1	1
node_2149	KU316106.1	544	126
node_2148	node_2150	20	20
node_2152	OK649593.1	176	184
node_2153	OK649591.1	575	157
node_2147	node_2148	315	1
node_2151	node_2152	0	0
node_2139	node_2143	41	41
node_2152	KP258717.1	167	164
node_2153	OK649589.1	188	181
node_2147	node_2151	24	25
node_2151	node_2153	30	37
node_2154	node_2155	2	2
node_2156	KP258744.1	126	126
node_2155	node_2156	4	4
node_2156	OK649673.1	933	200
node_2157	KU316164.1	465	151
node_2155	node_2157	0	0
node_2146	node_2154	0	0
node_2159	KU316107.1	139	139
node_2154	node_2158	6	6
node_2157	OK649594.1	206	205
node_2159	OK649670.1	544	226
node_2158	node_2160	123	119
node_2160	KU316119.1	147	147
node_2158	node_2159	419	1
node_2130	node_2161	386	385
node_2160	KJ723474.1	453	137
node_2163	node_2164	157	157
node_2162	node_2163	378	371
node_2165	KU316109.1	487	69
node_2161	node_2162	32	32
node_2166	node_2168	4	4
node_2164	KJ723489.1	475	150
node_2164	node_2165	37	37
node_2163	node_2166	85	73
node_2167	KU316171.1	185	185
node_2169	node_2173	18	18
node_2162	node_2169	197	186
node_2170	node_2172	1	1
node_2166	node_2167	0	0
node_2165	KU316124.1	124	124
node_2170	node_2171	8153	809
node_2172	KT992094.1	161	161
node_2169	node_2170	571	29
node_2172	M74568.1	183	183
node_2173	node_2174	80	74
node_2174	KY418147.1	156	160
node_2175	JC603426.1	301	301
node_2161	node_2176	397	355
node_2182	MK733767.1	6002	1001
node_2167	MG642060.1	586	168
node_2168	KU316112.1	159	159
node_2175	AF035006.1	212	212
node_2177	node_2178	577	545
node_2174	KY418148.1	467	152
node_2171	JC603427.1	578	160
node_2171	KJ817798.1	474	160
node_2179	JF920070.1	982	564
node_2180	JC603428.1	160	160
node_2188	node_2189	314	0
node_2176	node_2177	1	1
node_2177	node_2181	4	4
node_2173	node_2175	439	19
node_2178	node_2179	31	31
node_2183	MT994243.1	1203	889
node_2178	node_2180	5350	1001
node_2181	node_2183	3	3
node_2186	MK816924.1	1345	927
node_2186	MK810782.1	1212	898
node_2179	JF920069.1	454	454
node_2182	MT994242.1	1308	893
node_2176	node_2184	440	7
node_2184	node_2185	0	0
node_2185	node_2186	0	0
node_2185	node_2187	7	7
node_2168	MK733766.1	9478	1173
node_2191	node_2192	229	225
node_2198	MW768127.1	224	224
node_2183	KF713492.1	1336	918
node_2188	node_2190	1695	1695
node_2180	KJ817799.1	474	160
node_2195	node_2196	0	0
node_2202	GU591765.1	797	372
node_2187	KU707921.1	1022	604
node_2187	KX348546.1	1834	1520
node_2189	OM326756.1	2522	2106
node_2194	node_2197	0	0
node_2181	node_2182	0	0
node_2190	KF713491.1	160	160
node_2193	node_2194	228	228
node_2196	AY911262.1	639	221
node_2193	node_2200	134	134
node_2201	node_2202	27	27
node_2200	node_2201	1	1
node_2192	node_2193	371	364
node_2194	node_2195	2	2
node_2189	KF713490.1	160	160
node_2195	MP212244.1	221	221
node_2197	node_2199	0	0
node_2184	node_2188	3	3
node_2197	node_2198	418	0
node_2203	GU591761.1	625	316
node_2129	node_2191	1539	1445
node_2190	MW039343.1	161	161
node_2199	MT492011.1	77	77
node_2202	MT492012.1	705	400
node_2201	node_2203	8	6
node_2196	MW768128.1	224	224
node_2199	DI482023.1	223	223
node_2198	OK649668.1	208	208
node_2203	GU591766.1	367	367
node_2205	GU591763.1	290	290
node_2200	node_2204	474	57
node_2204	node_2205	30	30
node_2205	GU591764.1	254	254
node_2204	node_2206	132	128
node_2206	GU591758.1	688	271
node_2207	node_2208	43	43
node_2206	GU591762.1	580	271
node_2192	node_2207	286	289
node_2208	node_2209	99	95
node_2211	GU591767.1	285	285
node_2209	node_2211	22	22
node_2210	GU591771.1	735	322
node_2209	node_2210	9	9
node_2210	GU591768.1	672	362
node_2208	node_2212	12	12
node_2211	GU591760.1	688	344
node_2212	node_2214	680	268
node_2207	node_2215	154	154
node_2213	GU591770.1	243	243
node_2216	node_2217	1	1
node_2213	GU591769.1	548	232
node_2218	KJ723464.1	491	177
node_2217	KU316110.1	454	141
node_2214	KP258700.1	107	107
node_2217	KP258734.1	182	182
node_2214	KU316167.1	117	117
node_2220	KU316166.1	16	16
node_2212	node_2213	151	149
node_2215	node_2216	32	32
node_2216	node_2218	1	1
node_2218	KJ723492.1	206	197
node_2220	MG642056.1	418	104
node_2191	node_2222	225	221
node_2215	node_2219	34	34
node_2222	node_2223	90	75
node_2224	node_2225	75	75
node_2219	node_2220	2	2
node_2226	MG642026.1	108	108
node_2221	MG642081.1	160	160
node_2221	KU316142.1	29	29
node_2226	KJ723472.2	3929	3929
node_2224	node_2228	53	50
node_2231	node_2232	52	49
node_2233	KU316125.1	316	2
node_2225	node_2227	2	2
node_2225	node_2226	8	8
node_2228	node_2230	0	0
node_2229	KU316098.1	317	3
node_2232	node_2233	2	2
node_2223	node_2231	209	209
node_2219	node_2221	53	53
node_2223	node_2224	579	265
node_2227	KU316126.1	145	145
node_2228	node_2229	0	0
node_2229	MG642035.1	105	105
node_2230	KP258733.1	419	105
node_2231	node_2235	3	3
node_2230	KJ723483.1	106	106
node_2236	MG642070.1	550	238
node_2227	KU316148.1	127	127
node_2242	JF920065.1	235	235
node_2237	OK649672.1	807	388
node_2222	node_2238	195	166
node_2233	MG642071.1	160	160
node_2235	node_2236	1	1
node_2237	MG642063.1	219	219
node_2241	OK649658.1	657	245
node_2235	node_2237	30	30
node_2234	KU316138.1	474	160
node_2236	KP258723.1	649	229
node_2234	MG642077.1	577	159
node_2241	KP258743.1	224	224
node_2245	JX069800.1	248	228
node_2244	JX069801.1	235	215
node_2243	node_2245	0	0
node_2248	JF920063.1	969	551
node_2240	node_2241	21	33
node_2232	node_2234	28	28
node_2239	node_2243	46	46
node_2244	JF920066.1	938	520
node_2238	node_2239	217	218
node_2238	node_2246	523	210
node_2245	JF920062.1	252	252
node_2242	OK649678.1	636	320
node_2247	node_2248	532	532
node_2239	node_2240	7	7
node_2243	node_2244	324	10
node_2249	JF920067.2	1138	992
node_2240	node_2242	0	0
node_2247	node_2249	611	611
node_2250	node_2251	2	2
node_2246	node_2250	116	116
node_2251	OK649669.1	756	324
node_2248	JF920064.2	6439	4720
node_2249	JF920068.2	4376	2408
node_2246	node_2247	194	197
node_2251	MG642030.1	200	200
node_2252	KU316092.1	238	231
node_2250	node_2252	314	0
node_2254	node_2255	71	38
node_2003	node_2253	471	267
node_2252	KP258737.1	198	198
node_2253	node_2254	303	156
node_2256	node_2257	91	92
node_2255	node_2256	294	289
node_2259	node_2260	84	84
node_2257	node_2258	213	213
node_2259	MG642034.1	214	207
node_2258	node_2259	2	2
node_2260	OK649590.1	60	55
node_2258	node_2261	25	25
node_2262	OK649592.1	102	102
node_2262	MG642080.1	1	1
node_2264	node_2265	24	24
node_2260	OK649657.1	55	55
node_2261	node_2262	419	1
node_2263	MG642033.1	4	4
node_2257	node_2264	210	210
node_2266	MG642050.1	5	5
node_2263	KU316131.1	1	1
node_2261	node_2263	314	0
node_2265	node_2267	1	1
node_2266	KP258697.1	427	9
node_2265	node_2266	4	4
node_2267	KU316139.1	164	164
node_2264	node_2268	178	146
node_2267	OK649659.1	477	156
node_2270	KJ627681.1	685	267
node_2275	JB769063.1	449	449
node_2269	JX069798.1	70	70
node_2268	node_2269	4	4
node_2269	KJ627647.1	494	40
node_2268	node_2270	9	9
node_2256	node_2271	110	113
node_2274	DJ068250.1	449	449
node_2273	node_2275	0	0
node_2275	CS126018.1	449	449
node_2270	KJ627648.1	54	18
node_2271	node_2272	192	198
node_2280	node_2281	0	0
node_2282	KP119748.1	23	20
node_2276	node_2277	266	269
node_2276	node_2278	310	320
node_2273	node_2274	0	0
node_2278	KP119746.1	157	157
node_2277	KU316118.1	314	314
node_2277	KU950573.1	460	469
node_2279	node_2280	18	22
node_2281	KP119745.1	23	20
node_2284	ON210123.1	460	44
node_2290	OK649627.1	36	19
node_2282	ON210122.1	73	62
node_2271	node_2279	339	315
node_2283	node_2284	2	2
node_2255	node_2286	57	59
node_2272	node_2276	9	9
node_2280	node_2282	0	0
node_2278	KP119747.1	166	166
node_2283	node_2285	102	109
node_2289	OK649625.1	750	18
node_2292	OK649614.1	11	11
node_2285	OK649612.1	778	459
node_2297	JQ901453.1	7	7
node_2288	node_2289	33	33
node_2285	ON210124.1	75	77
node_2294	node_2295	45	46
node_2284	KP218910.1	210	206
node_2286	node_2287	91	85
node_2289	node_2290	11	11
node_2290	OK649598.1	1	1
node_2291	node_2292	29	22
node_2293	KJ627361.1	0	0
node_2295	node_2297	116	116
node_2292	OK649600.1	466	28
node_2287	node_2288	64	64
node_2295	node_2296	79	85
node_2296	MF973159.1	309	295
node_2299	JX015480.1	106	104
node_2281	ON210121.1	790	53
node_2279	node_2283	165	168
node_2291	node_2293	98	98
node_2287	node_2294	4	4
node_2294	node_2298	324	8
node_2299	KF826848.1	50	48
node_2293	KJ627305.1	739	7
node_2296	KJ627352.1	351	38
node_2298	node_2299	42	37
node_2288	node_2291	13	13
node_2297	JQ901452.1	3	3
node_2300	OK649662.1	5	5
node_2302	node_2303	38	38
node_2298	node_2300	248	211
node_2300	OK649661.1	334	20
node_2286	node_2301	168	96
node_2304	OK649664.1	465	26
node_2301	node_2302	97	92
node_2303	node_2304	1	1
node_2304	OK649665.1	314	0
node_2303	node_2305	5	5
node_2302	node_2306	51	0
node_2305	KP317937.1	6246	3815
node_2305	OK649666.1	732	0
node_2307	KP317950.1	840	423
node_2307	OK649660.1	23	23
node_2306	node_2307	164	16
node_2306	node_2308	74	58
node_2301	node_2309	37	38
node_2310	node_2311	439	24
node_2272	node_2273	29580	10946
node_2308	KP317933.1	1368	1046
node_2314	KJ627311.1	22	22
node_2308	JX015486.1	19	19
node_2309	node_2310	22	25
node_2311	OK649642.1	498	157
node_2313	node_2315	0	0
node_2274	FJ948820.1	29987	10899
node_2311	JQ901458.1	127	124
node_2309	node_2313	158	158
node_2312	JF920057.1	55	57
node_2310	node_2312	2	2
node_2319	node_2320	134	114
node_2314	JQ901457.1	270	266
node_2315	KJ627336.1	446	30
node_2313	node_2314	0	0
node_2312	JX069799.1	90	82
node_2317	node_2318	181	157
node_2315	KJ627255.1	89	34
node_2318	node_2319	12	12
node_2316	node_2317	45	44
node_2254	node_2316	28	17
node_2319	node_2322	28	28
node_2322	node_2323	2	2
node_2320	node_2321	1	1
node_2320	KJ627260.1	470	35
node_2323	KJ627289.1	0	0
node_2324	KJ627368.1	4814	2287
node_2322	node_2324	4	4
node_2326	node_2328	1	1
node_2321	KJ627327.1	406	93
node_2323	KJ627284.1	420	2
node_2324	KJ627321.1	2	2
node_2318	node_2325	6	6
node_2325	node_2326	32	32
node_2321	KJ627353.1	32	29
node_2329	node_2330	15	15
node_2328	KJ627366.1	175	175
node_2326	node_2327	732	0
node_2335	KU316141.1	66	66
node_2328	KJ627314.1	3	3
node_2330	KJ627276.1	2	2
node_2333	node_2337	498	80
node_2329	node_2331	155	153
node_2327	KJ627324.1	3	3
node_2336	KU316091.1	422	5
node_2325	node_2329	20	20
node_2331	OK649679.1	522	87
node_2330	KJ627248.1	319	5
node_2317	node_2332	9	9
node_2332	node_2333	171	132
node_2335	JF920056.1	2013	1372
node_2334	node_2335	71	71
node_2333	node_2334	100	55
node_2327	KJ627339.1	7	7
node_2336	KP856968.1	137	137
node_2341	node_2342	100	104
node_2337	node_2338	366	366
node_2334	node_2336	7	7
node_2339	JQ901447.1	485	68
node_2343	KJ627335.1	510	94
node_2331	OK649596.1	181	181
node_2338	KP317944.1	29	29
node_2342	JX015495.1	44	44
node_2345	KJ627290.1	2	2
node_2316	node_2347	185	185
node_2341	node_2343	1	1
node_2344	node_2345	4	4
node_2347	node_2348	0	0
node_2339	JX015481.1	163	156
node_2338	KP317942.1	119	94
node_2340	node_2341	40	41
node_2342	JX015497.1	463	38
node_2348	node_2349	0	0
node_2346	OK649610.1	238	228
node_2343	KF826838.1	87	85
node_2344	node_2346	0	0
node_2351	OK649605.1	419	1
node_2345	KJ627337.1	882	150
node_2337	node_2339	167	167
node_2332	node_2340	104	104
node_2349	node_2350	23	23
node_2350	node_2352	3	3
node_2351	OK649604.1	331	7
node_2350	node_2351	4	4
node_2352	OK649613.1	39	32
node_2346	KJ627257.1	6	6
node_2352	OK649603.1	2	2
node_2340	node_2344	358	44
node_2353	node_2355	6	6
node_2353	node_2354	0	0
node_2349	node_2353	9	9
node_2355	OK649654.1	359	36
node_2354	JX015499.1	62	51
node_2358	OK649628.1	490	73
node_2354	OK649618.1	438	20
node_2348	node_2356	439	21
node_2355	OK649638.1	463	33
node_2356	node_2357	5	5
node_2357	node_2358	1	1
node_2359	OK649611.1	1	1
node_2359	OK649620.1	6	6
node_2360	node_2362	27	24
node_2357	node_2359	9	4
node_2358	OK649609.1	27	21
node_2356	node_2360	327	13
node_2361	OK649616.1	44	44
node_2362	OK649630.1	333	16
node_2365	node_2366	433	12
node_2360	node_2361	10	10
node_2362	OK649631.1	11	11
node_2347	node_2363	6	6
node_2368	node_2369	12	11
node_2369	OK649632.1	33	30
node_2368	node_2370	2	2
node_2361	OK649622.1	429	11
node_2367	OK649607.1	18	18
node_2370	KF530263.1	2682	1396
node_2364	node_2365	2	2
node_2366	OK649599.1	58	58
node_2370	OK649597.1	12	12
node_2363	node_2364	16	16
node_2364	node_2368	0	0
node_2365	node_2367	0	0
node_2372	node_2374	1	1
node_2366	OK649629.1	9	9
node_2367	OK649619.1	3	3
node_2373	OK649601.1	37	27
node_2374	OK649624.1	44	44
node_2372	node_2373	12	12
node_2369	OK649633.1	14	14
node_2371	node_2372	4	4
node_2374	OK649615.1	792	48
node_2371	node_2375	21	21
node_2379	node_2380	86	86
node_2363	node_2371	0	0
node_2375	node_2376	314	0
node_2376	OK649602.1	51	41
node_2383	node_2384	1	1
node_2386	KJ627266.1	41	41
node_2380	node_2381	53	46
node_2377	OK649626.1	37	40
node_2389	node_2390	89	89
node_2375	node_2377	13	16
node_2377	KJ627274.1	140	140
node_2387	JF920048.1	339	25
node_2384	KJ627288.1	34	34
node_2378	node_2379	46	39
node_2383	KJ627362.1	21	21
node_2386	KF826821.1	86	88
node_2373	OK649634.1	771	28
node_2376	OK649621.1	27	25
node_2381	node_2382	1	1
node_2385	node_2387	30	32
node_2391	KJ627369.1	0	0
node_2391	KJ627281.1	419	1
node_2253	node_2378	299	185
node_2382	node_2383	12	12
node_2384	KJ627282.1	19	19
node_2390	JF920047.1	355	41
node_2395	node_2396	6	6
node_2388	node_2389	0	0
node_2382	node_2385	11	11
node_2381	node_2388	442	25
node_2387	JF920046.1	448	30
node_2390	KF826840.1	94	93
node_2393	KJ627338.1	316	2
node_2397	node_2398	34	31
node_2388	node_2392	0	0
node_2393	KJ627354.1	2	2
node_2398	JF920050.1	40	40
node_2380	node_2395	70	70
node_2398	JF920051.1	499	57
node_2392	node_2393	16	16
node_2394	JF920049.1	515	98
node_2399	MF001047.1	449	138
node_2385	node_2386	0	0
node_2397	node_2399	1	1
node_2399	JX015491.1	558	137
node_2392	node_2394	2	2
node_2401	JX015484.1	422	4
node_2389	node_2391	17	17
node_2394	KJ627293.1	29	29
node_2396	node_2397	76	70
node_2400	node_2402	314	0
node_2400	node_2401	0	0
node_2401	JX015489.1	8	8
node_2396	node_2400	64	69
node_2402	JX015492.1	1	1
node_2395	node_2403	12	14
node_2406	OK649667.1	8	8
node_2403	node_2404	6	10
node_2405	JX015490.1	328	15
node_2405	JX015493.1	427	10
node_2402	OK649623.1	87	45
node_2404	node_2405	67	61
node_2403	node_2407	57	60
node_2404	node_2406	46	46
node_2407	node_2408	84	97
node_2406	OK649663.1	431	13
node_2408	KF826831.1	768	37
node_2407	node_2409	86	86
node_2408	KP317926.1	515	515
node_2409	JX015482.1	323	15
node_2410	node_2411	453	17
node_2412	node_2413	676	679
node_2379	node_2410	53	19
node_2413	node_2414	586	272
node_2412	node_2415	78	78
node_2417	MH181896.1	6997	2198
node_2417	MH181895.1	1052	426
node_2421	KJ627328.1	514	84
node_2409	KJ627363.1	14415	5899
node_2415	node_2417	1947	309
node_2418	node_2419	21	22
node_2416	MH181892.1	3604	1784
node_2420	KP317951.1	521	506
node_2411	node_2412	147	148
node_2413	KF530264.1	4194	2479
node_2414	KF530258.1	694	694
node_2415	node_2416	61	62
node_2414	JX015494.1	1106	691
node_2420	KP317953.1	420	2
node_2419	node_2421	81	6
node_2421	MH181878.1	247	250
node_2423	KX655688.1	835	417
node_2419	node_2420	131	135
node_2416	MH181882.1	2	2
node_2411	node_2418	86	89
node_2424	KX655617.1	2	2
node_2422	node_2423	3	3
node_2418	node_2422	59	59
node_2424	KX655622.1	6	6
node_2427	node_2428	0	0
node_2429	KX655673.1	327	6
node_2428	KX655650.1	13	4
node_2422	node_2424	5	5
node_2426	node_2427	0	0
node_2410	node_2425	94	94
node_2431	KX655636.1	7	7
node_2432	KX655694.1	116	116
node_2425	node_2433	26	27
node_2425	node_2426	53	42
node_2423	MK109774.1	318	4
node_2431	MK109785.1	536	118
node_2430	node_2432	25	25
node_2432	KX655637.1	98	98
node_2433	node_2437	69	42
node_2441	node_2442	16	16
node_2428	KX655678.1	316	2
node_2439	KX655670.1	670	254
node_2429	KX655628.1	424	6
node_2430	node_2431	0	0
node_2439	MN604236.1	102	102
node_2440	node_2441	49	29
node_2444	KX655691.1	46	46
node_2445	KJ627270.1	339	25
node_2449	node_2450	0	0
node_2427	node_2429	1	1
node_2442	node_2443	0	0
node_2445	OK649652.1	141	114
node_2433	node_2434	38	40
node_2434	node_2436	65	29
node_2443	node_2446	5	5
node_2426	node_2430	535	117
node_2435	MN078110.1	931	201
node_2436	MF001054.1	474	58
node_2438	MK109776.1	40	40
node_2378	node_2440	35	35
node_2437	node_2439	36	36
node_2434	node_2435	49	51
node_2443	node_2444	17	17
node_2447	KJ627298.1	317	3
node_2444	node_2445	0	0
node_2448	KJ627329.1	736	4
node_2436	MK109787.1	71	74
node_2437	node_2438	0	0
node_2450	node_2451	0	0
node_2435	MF001052.1	24	23
node_2448	KJ627325.1	6	6
node_2438	KF826833.1	64	64
node_2451	KJ627273.1	317	3
node_2442	node_2449	3	3
node_2446	node_2448	0	0
node_2447	KJ627313.1	4	4
node_2446	node_2447	0	0
node_2451	KJ627296.1	3	3
node_2450	node_2452	0	0
node_2452	KJ627292.1	320	6
node_2454	KJ627358.1	16	16
node_2454	KJ627371.1	3	3
node_2455	KJ627345.1	419	1
node_2453	node_2454	3	3
node_2449	node_2453	418	0
node_2452	KJ627307.1	12	12
node_2453	node_2455	2	2
node_2456	node_2457	0	0
node_2455	KJ627357.1	2	2
node_2457	node_2458	44	44
node_2441	node_2456	25	25
node_2459	KJ627334.1	9	9
node_2458	node_2459	0	0
node_2458	node_2460	418	0
node_2463	KX655635.1	128	120
node_2461	node_2462	0	0
node_2461	node_2463	418	1
node_2457	node_2461	21	21
node_2459	KJ627269.1	5	5
node_2460	KJ627263.1	9	9
node_2456	node_2464	0	0
node_2460	KJ627258.1	331	17
node_2463	KX655618.1	1	1
node_2466	KX655667.1	504	86
node_2462	KX655634.1	319	5
node_2466	KX655697.1	3	3
node_2462	KJ627333.1	84	84
node_2464	node_2468	3	3
node_2467	KX655651.1	419	1
node_2465	node_2466	1	1
node_2464	node_2465	22	22
node_2469	KX655696.1	14	14
node_2465	node_2467	181	181
node_2470	KX655672.1	0	0
node_2475	KF826855.1	335	16
node_2467	KX655668.1	122	122
node_2470	KX655619.1	485	67
node_2477	node_2478	5	5
node_2471	node_2472	10	13
node_2472	node_2473	1	1
node_2440	node_2471	14	13
node_2469	MK109773.1	20	20
node_2473	node_2474	88	83
node_2476	JF920055.1	789	264
node_2468	node_2469	314	0
node_2468	node_2470	23	23
node_2475	KX655623.1	647	214
node_2478	KJ627303.1	548	130
node_2479	KJ627343.1	0	0
node_2482	OK649644.1	1	1
node_2479	KJ627356.1	318	4
node_2476	OK649636.1	480	38
node_2478	KJ627308.1	0	0
node_2473	node_2477	55	54
node_2481	node_2482	59	62
node_2484	node_2485	403	94
node_2474	node_2475	3	3
node_2474	node_2476	2	2
node_2472	node_2480	433	22
node_2494	KX765918.1	500	73
node_2477	node_2479	3	3
node_2480	node_2481	92	52
node_2482	OK649643.1	422	4
node_2483	OK649650.1	38	43
node_2483	MF554738.1	676	228
node_2471	node_2487	63	68
node_2490	KX765910.1	39	39
node_2489	node_2491	3	3
node_2484	node_2486	114	72
node_2481	node_2483	14	14
node_2487	node_2488	20	20
node_2485	JF920054.1	448	31
node_2497	MF554737.1	376	54
node_2486	JX015483.1	84	78
node_2485	MF973157.1	228	192
node_2491	KX655632.1	78	69
node_2486	MH760604.1	328	327
node_2492	node_2494	1	1
node_2493	KX765942.1	480	63
node_2489	node_2490	21	21
node_2488	node_2489	60	60
node_2500	KJ939969.1	331	17
node_2491	KX655647.1	46	46
node_2492	node_2493	2	2
node_2494	KJ939970.1	95	81
node_2495	node_2496	0	0
node_2498	KJ939949.1	434	16
node_2499	node_2501	20	20
node_2480	node_2484	81	30
node_2500	KJ939942.1	18	18
node_2490	KM578843.1	869	137
node_2488	node_2492	334	20
node_2493	KY654511.1	88	88
node_2487	node_2495	104	98
node_2496	node_2498	1	1
node_2498	KJ939968.1	18	18
node_2499	node_2500	2	2
node_2497	MF001041.1	43	47
node_2495	node_2499	0	0
node_2496	node_2497	205	193
node_2501	KJ939952.1	340	26
node_2002	node_2502	704	357
node_2501	KJ939956.1	435	17
node_2502	node_2503	602	343
node_2504	node_2505	21	17
node_2505	node_2506	130	115
node_2503	node_2504	381	23
node_2506	node_2507	80	82
node_2508	node_2509	908	21
node_2507	node_2508	1	1
node_2509	KJ939957.1	13	13
node_2510	KJ939953.1	58	58
node_2509	node_2510	0	0
node_2510	KJ939959.1	27	16
node_2512	KJ939958.1	400	32
node_2512	KJ939951.1	21	10
node_2508	node_2511	0	0
node_2514	node_2515	14	3
node_2511	node_2512	0	0
node_2513	KJ939946.1	30	19
node_2511	node_2513	1	1
node_2515	node_2516	574	2
node_2507	node_2514	368	0
node_2513	KJ939945.1	895	7
node_2516	KJ939967.1	710	17
node_2516	KJ939941.1	12	12
node_2517	KJ939964.1	369	1
node_2514	node_2518	5	5
node_2517	KJ939962.1	1	1
node_2515	node_2517	12	12
node_2522	node_2523	60	60
node_2518	node_2519	0	0
node_2520	KJ939963.1	16	5
node_2520	KJ939944.1	587	13
node_2506	node_2521	18	18
node_2519	KJ939960.1	375	7
node_2524	MF973160.1	587	219
node_2523	node_2524	140	63
node_2523	node_2525	3	3
node_2528	KJ627275.1	343	29
node_2530	node_2531	19	11
node_2522	node_2526	315	1
node_2519	KJ939950.1	13	13
node_2518	node_2520	9	9
node_2532	KJ939938.1	977	58
node_2526	node_2527	574	0
node_2525	MH760592.1	545	231
node_2528	MH760595.1	609	241
node_2527	KJ627267.1	30	30
node_2526	node_2528	0	0
node_2521	node_2522	103	80
node_2529	node_2533	52	52
node_2534	KJ939939.1	5	5
node_2531	MH760598.1	335	324
node_2530	node_2532	0	0
node_2532	KF530261.1	185	142
node_2539	KJ939940.1	78	54
node_2531	KJ939965.1	985	64
node_2524	JX015479.1	63	63
node_2525	KX655615.1	110	102
node_2535	KJ939935.1	7	7
node_2537	node_2538	146	128
node_2527	KX655630.1	91	83
node_2521	node_2529	2	2
node_2505	node_2536	580	8
node_2533	node_2534	889	1
node_2529	node_2530	0	0
node_2534	KJ939937.1	3	3
node_2536	node_2537	10	10
node_2539	node_2540	42	2
node_2540	KF826856.1	917	61
