Parent	Child	PanMAN_Diff	MAFFT_Diff
node_6696	C.CY.2008.CY219.JF683768	2129	1163
node_6701	C.BW.1996.96BW1626.AF110978	602	314
node_6696	C.ZA.2004.04ZAPS195B1.DQ164118	2059	1051
node_6698	C.ZA.2003.03ZAPS043MB1.DQ351227	2962	868
node_6695	node_6696	1002	483
node_6700	C.BW.1996.96BW16B01.AF110976	3056	346
node_6699	node_6701	19	19
node_6697	node_6698	203	203
node_6695	node_6697	100	100
node_6694	node_6695	636	120
node_6699	node_6700	31	31
node_6700	C.BW.1996.DEMC96BW009.KY658711	623	332
node_6701	node_6702	1154	89
node_6702	C.BW.1996.96BW16D14.AF110977	1389	399
node_6684	node_6703	497	173
node_6703	node_6704	217	219
node_6704	node_6705	872	572
node_6705	node_6706	7	7
node_6705	node_6707	3	3
node_6707	node_6708	611	131
node_6708	C.GB.2013.14667_1_32.4.MF109593	1724	1371
node_6717	C.BW.1996.96BW01.AF110960	1058	520
node_6704	node_6709	222	215
node_6709	node_6710	1475	204
node_6710	C.BW.1996.96BW0502.AF110967	1871	556
node_6709	node_6711	299	300
node_6703	node_6713	89	85
node_6713	node_6718	461	459
node_6717	C.BW.1996.96BW01B03.AF110959	1022	543
node_6713	node_6714	108	108
node_6711	C.BW.1996.96BW0504.AF110968	422	432
node_6710	C.BW.1996.DEMC96BW002.KY658708	902	388
node_6718	node_6719	555	11
node_6714	node_6715	1560	582
node_6716	node_6717	319	3
node_6711	node_6712	719	655
node_6714	node_6716	418	385
node_6716	C.BW.1996.96BW01B22.AF110961	1508	522
node_6719	C.US.1998.98US_MSC3018.AY444800	1278	1215
node_6719	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA14.KR820426	1292	410
node_6718	node_6720	18	18
node_6720	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA19.KR820431	600	354
node_6720	node_6721	719	107
node_6721	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA25.KR820437	1461	439
node_6566	node_6722	514	218
node_6721	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA15.KR820427	2273	438
node_6722	node_6723	217	219
node_6723	node_6724	109	112
node_6724	node_6725	750	438
node_6725	node_6726	8	8
node_6727	node_6728	173	171
node_6727	node_6729	1232	2
node_6728	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA28.KR820439	600	600
node_6726	node_6727	8	8
node_6728	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA1.KR820422	863	597
node_6725	node_6734	495	15
node_6729	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA2.KR820432	1971	453
node_6726	node_6730	141	141
node_6730	node_6731	0	0
node_6729	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA21.KR820433	699	453
node_6731	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA11.KR820423	553	553
node_6731	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA12.KR820424	2048	552
node_6730	node_6732	1	1
node_6732	node_6733	335	24
node_6733	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA24.KR820436	1045	565
node_6734	node_6735	848	0
node_6735	node_6736	1296	428
node_6735	node_6737	0	0
node_6737	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA1.KR820440	1450	428
node_6737	node_6738	710	0
node_6738	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA3.KR820443	428	428
node_6736	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA7.KR820446	2	2
node_6736	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA23.KR820435	25	25
node_6732	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA13.KR820425	1098	554
node_6733	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA22.KR820434	576	576
node_6738	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA6.KR820445	746	430
node_6740	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA10.KR820441	1479	429
node_6724	node_6743	393	394
node_6734	node_6739	266	0
node_6739	node_6740	0	0
node_6739	node_6741	0	0
node_6740	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_TF_Consensus.KR820449	1330	428
node_6741	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA4.KR820444	1331	429
node_6741	node_6742	1	1
node_6742	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA9.KR820448	1491	432
node_6742	C.ZM.2011.DEMC11ZM008.KP109496	1142	376
node_6743	node_6744	806	18
node_6744	node_6745	833	757
node_6745	node_6746	786	14
node_6746	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA2.KR820442	938	430
node_6746	C.ZM.2011.Z4473M_7Jun11_PL_NFLG_SGA8.KR820447	1494	438
node_6745	node_6747	93	93
node_6747	node_6748	322	82
node_6748	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA18.KR820430	383	383
node_6748	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA26.KR820438	2014	445
node_6747	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA16.KR820428	1099	353
node_6744	node_6749	0	0
node_6750	C.ZM.2011.Z4473F_7Jun11_PL_NFLG_SGA17.KR820429	2254	1196
node_6749	node_6750	317	4
node_6755	C.ZM.2008.ZM1094F_04Jul2008_SC_12.A_N.MT194316	1596	438
node_6750	C.ZM.2011.ZM1094F_13Aug2011_1A_3_N.MT194344	1590	557
node_6754	node_6756	634	222
node_6743	node_6753	98	104
node_6749	node_6751	108	112
node_6753	node_6754	976	0
node_6751	C.ZM.2008.ZM1094F_04Jul2008_SC_11_N.MT194315	529	531
node_6754	node_6755	2	2
node_6751	node_6752	490	11
node_6755	C.ZM.2008.ZM1094F_04Jul2008_SC_6_N.MT194323	1180	438
node_6752	C.ZM.2008.ZM1094F_04Jul2008_SC_8_N.MT194325	1590	432
node_6752	C.ZM.2008.ZM1094F_04Jul2008_SC_1_N.MT194318	1814	436
node_6756	C.ZM.2008.ZM1094F_04Jul2008_SC_3_N.MT194320	212	212
node_6756	node_6757	510	0
node_6757	C.ZM.2008.ZM1094F_04Jul2008_SC_10_N.MT194314	743	215
node_6757	C.ZM.2008.ZM1094F_04Jul2008_SC_5_N.MT194322	1631	217
node_6753	node_6758	545	247
node_6758	node_6759	0	0
node_6759	C.ZM.2008.ZM1094F_04Jul2008_TF_NFLG.MT194327	498	498
node_6759	C.ZM.2008.ZM1094F_04Jul2008_SC_7_N.MT194324	1412	507
node_6761	C.ZM.2008.ZM1094F_04Jul2008_SC_2_N.MT194319	357	357
node_6761	C.ZM.2008.ZM1094F_04Jul2008_SC_12.B_N.MT194317	1131	353
node_6723	node_6762	62	65
node_6762	node_6763	681	387
node_6767	C.MW.2009.DEMC09MW009.KP109526	1506	1161
node_6765	node_6767	546	86
node_6766	C.ZM.2008.ZM1094F_04Jul2008_SC_4_N.MT194321	465	465
node_6767	C.ZM.2011.ZM1094F_13Aug2011_1A_1_N.MT194338	1627	593
node_6758	node_6760	161	161
node_6760	C.ZM.2008.ZM1094F_04Jul2008_SC_9_N.MT194326	592	346
node_6760	node_6761	15	15
node_6763	node_6764	0	0
node_6764	node_6765	1066	728
node_6765	node_6766	64	76
node_6766	C.ZM.2011.ZM1094F_13Aug2011_1A_2_N.MT194343	769	507
node_6764	node_6768	925	419
node_6768	node_6769	4	4
node_6769	C.ZA.2007.503_09003_H2.KT183237	1169	134
node_6769	C.ZA.2007.503_09003_5.KT183229	1680	136
node_6768	node_6770	230	2
node_6770	C.ZA.2007.503_09003_9.KT183231	1420	138
node_6770	node_6771	693	4
node_6771	C.ZA.2007.503_09003_H3.KT183238	134	134
node_6771	C.ZA.2007.503_09003_C3.KT183234	364	136
node_6763	node_6772	0	0
node_6774	C.ZA.2007.503_09003_8.KT183230	230	230
node_6774	C.ZA.2007.503_09003_D1.KT183235	1791	227
node_6773	node_6775	270	0
node_6772	node_6773	331	331
node_6773	node_6774	316	2
node_6775	node_6776	468	468
node_6776	C.ZA.2007.503_09003_2.KT183227	832	250
node_6776	C.ZA.2007.503_09003_A11.KT183232	245	245
node_6772	node_6777	1050	241
node_6777	node_6778	945	241
node_6778	C.ZA.2004.SK133B1.AY772698	2338	933
node_6775	C.ZA.2007.503_09003_E1.KT183236	2290	224
node_6778	C.ZA.2008.705010534_CH534.w12.KC156221	3082	1865
node_6777	node_6779	671	326
node_6779	node_6780	61	57
node_6782	node_6787	847	82
node_6779	C.ES.2006.X1936.EU786673	1959	665
node_6783	node_6784	94	95
node_6781	node_6782	420	119
node_6762	node_6781	90	88
node_6782	node_6783	102	93
node_6784	C.ZA.2004.04ZASK052MB2.DQ396366	2065	736
node_6784	C.ZA.2003.03ZASK113B1.DQ351237	1181	849
node_6780	C.ZA.2003.03ZAPS131MB1.DQ396380	1298	1221
node_6783	node_6785	291	286
node_6785	C.ZA.2000.1069MB.AY838567	722	458
node_6785	node_6786	320	18
node_6786	C.ZA.2000.C_ZA_1069MB.AY585268	1508	482
node_6786	C.ZA.2003.03ZAPS073MB1.DQ275649	2151	1104
node_6787	node_6788	542	551
node_6788	C.ZA.2004.04ZASK136B1.DQ011177	1625	359
node_6788	C.ZA.2003.04ZAPS194MB1.DQ275650	1106	360
node_6787	node_6789	482	245
node_6781	node_6791	264	257
node_6789	C.MW.2007.702010141_CH141.w12.KC156212	3685	1458
node_6793	C.ZA.2003.03ZAPS030MB1.DQ369996	2587	821
node_6795	C.ZA.2007.503_02051_53.KT183086	469	229
node_6789	node_6790	149	143
node_6791	node_6792	1033	78
node_6792	node_6793	238	224
node_6793	C.BW.2000.00BW20872.AF443104	1092	705
node_6792	node_6794	542	37
node_6794	C.ZA.2014.ZA011EP4D1.MN611466	1408	825
node_6794	node_6795	1118	575
node_6796	node_6797	316	22
node_6790	C.ZA.1998.98ZA445.AY158533	1588	695
node_6790	C.ZA.2003.03ZASK213B1.DQ093607	1673	876
node_6795	C.ZA.2007.503_02051_1.KT183084	1453	238
node_6791	node_6796	1113	487
node_6797	C.ZA.2007.503_02051_10.KT183085	1285	225
node_6797	C.ZA.2007.503_02051_66.KT183087	1497	228
node_6796	node_6798	1572	246
node_6798	C.ZA.2007.503_02051_8.KT183088	49	49
node_6798	node_6799	581	603
node_6799	C.GB.2014.14535_1_8.3.MF109535	403	366
node_6799	C.ZA.2005.CAP239_5w_F1.GQ999991	4281	1100
node_6722	node_6800	67	67
node_6800	node_6801	831	146
node_6802	node_6803	162	162
node_6801	node_6802	361	345
node_6806	C.ZA.2005.C.CAP239.w02.0dps.1_02_F32.JX976670	2439	509
node_6805	C.ZA.2005.C.CAP239.w05.21dps.2_00.JX976672	611	611
node_6803	node_6807	2	2
node_6803	node_6804	814	124
node_6804	node_6805	2	2
node_6805	C.ZA.2005.C.CAP239.w11.63dps.2_05_T47.JX976685	1898	556
node_6804	node_6806	12	12
node_6807	node_6808	0	0
node_6802	node_6811	154	154
node_6808	C.ZA.2005.C.CAP239.w05.21dps.2_00_T11.JX976673	1291	487
node_6808	C.ZA.2005.C.CAP239.w05.21dps.2_00_T19.JX976676	2247	478
node_6811	node_6812	603	93
node_6806	C.ZA.2005.C.CAP239.w05.21dps.2_00_T21.JX976677	1384	520
node_6807	node_6809	480	0
node_6809	node_6810	512	2
node_6809	C.ZA.2005.C.CAP239.w02.0dps.1_02_T8.JX976671	876	484
node_6810	C.ZA.2005.C.CAP239.w05.21dps.2_00_T17.JX976674	1257	480
node_6810	C.ZA.2005.C.CAP239.w05.21dps.2_00_T3.JX976678	474	474
node_6812	node_6813	606	0
node_6813	C.ZA.2005.C.CAP239.w05.21dps.2_00_T18.JX976675	886	376
node_6812	node_6814	392	0
node_6813	C.ZA.2005.C.CAP239.w05.21dps.2_00_T49.JX976679	876	350
node_6814	node_6815	1	1
node_6814	C.ZA.2005.C.CAP239.w11.63dps.2_05_T37.JX976684	983	291
node_6815	C.ZA.2005.C.CAP239.w22.140dps.3_09_T20.JX976690	1066	209
node_6815	C.ZA.2005.C.CAP239.w05.21dps.2_00_T8.JX976680	2867	303
node_6811	node_6816	6	6
node_6816	node_6817	711	12
node_6817	C.ZA.2005.C.CAP239.w22.140dps.3_09_T36.JX976691	422	422
node_6816	node_6818	497	267
node_6818	node_6819	3	3
node_6819	C.ZA.2005.C.CAP239.w22.140dps.3_09_T10.JX976688	1032	19
node_6819	C.ZA.2005.C.CAP239.w22.140dps.3_09_F1.JX976686	1702	194
node_6801	node_6820	336	42
node_6820	node_6821	190	190
node_6821	node_6822	960	481
node_6818	C.ZA.2005.C.CAP239.w22.140dps.3_09_W16.JX976693	477	213
node_6822	node_6823	50	46
node_6817	C.ZA.2005.C.CAP239.w22.140dps.3_09_T39.JX976692	1953	486
node_6823	C.ZA.2005.C.CAP239.w22.140dps.3_09_T17.JX976689	1899	246
node_6823	C.ZA.2007.C.CAP239.w117.805dps.4_21_T50.JX976683	1710	537
node_6822	node_6824	138	138
node_6824	node_6825	451	226
node_6829	C.ZA.2007.503_07352_C3b.KT183197	804	304
node_6820	node_6830	647	625
node_6824	C.ZA.2007.C.CAP239.w117.805dps.4_21_T44.JX976681	848	306
node_6821	node_6826	1225	715
node_6827	C.ZA.2007.503_07352_C1.KT183196	1510	226
node_6826	node_6828	0	0
node_6826	node_6827	2	2
node_6828	node_6829	273	77
node_6832	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA9.KR820322	3397	434
node_6827	C.ZA.2007.503_07352_F1.KT183200	227	227
node_6833	C.ZM.2009.Z331M_18Apr09_PL_NFLG_TF_Consensus.KR820323	842	430
node_6833	node_6834	710	0
node_6831	node_6833	0	0
node_6825	C.ZA.2007.C.CAP239.w117.805dps.4_21_T46.JX976682	1984	325
node_6825	C.ZA.2007.503_07352_E2.KT183199	1159	871
node_6828	C.ZA.2007.503_07352_D1.KT183198	912	223
node_6830	node_6831	0	0
node_6831	node_6832	269	3
node_6832	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA6.KR820320	1270	434
node_6834	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA16.KR820318	741	433
node_6834	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA10.KR820314	1771	431
node_6830	node_6835	296	0
node_6835	node_6837	231	1
node_6835	node_6836	721	1
node_6836	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA14.KR820297	2107	438
node_6837	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA15.KR820317	1571	431
node_6836	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA11.KR820315	437	437
node_6837	node_6838	309	1
node_6838	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA3.KR820319	962	457
node_6838	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA8.KR820321	1402	436
node_6800	node_6839	78	76
node_6839	node_6840	235	244
node_6840	node_6841	550	285
node_6841	node_6842	740	32
node_6842	node_6843	0	0
node_6843	C.ZM.2009.Z331M_18Apr09_PL_NFLG_SGA12.KR820316	1226	474
node_6843	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA7.KR820311	1424	451
node_6842	node_6844	91	91
node_6844	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA6.KR820310	1083	365
node_6844	node_6845	278	15
node_6841	node_6846	17	17
node_6845	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA9.KR820313	1248	380
node_6845	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA23.KR820305	1578	392
node_6846	node_6847	5	5
node_6847	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA17.KR820300	2534	476
node_6847	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA12.KR820295	1028	467
node_6846	node_6848	110	108
node_6848	node_6849	452	127
node_6848	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA5.KR820309	666	369
node_6849	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA16.KR820299	1149	476
node_6849	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA20.KR820302	3038	685
node_6840	node_6850	352	350
node_6850	node_6851	335	40
node_6851	node_6852	22	22
node_6852	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA11.KR820294	553	554
node_6851	node_6853	1421	476
node_6852	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA4.KR820308	887	537
node_6853	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA15.KR820298	970	33
node_6853	node_6854	52	52
node_6854	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA13.KR820296	1511	89
node_6854	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA22.KR820304	1388	63
node_6850	node_6855	100	81
node_6855	node_6856	33	33
node_6856	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA3.KR820307	2720	473
node_6856	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA21.KR820303	470	470
node_6855	node_6857	12	12
node_6857	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA8.KR820312	793	489
node_6857	node_6858	1307	509
node_6858	C.ZM.2009.Z331F_15Apr09_PL_NFLG_SGA24.KR820306	121	138
node_6858	C.ZM.2006.ZM1658F_08Jun2006_SC_11_N.MT194857	898	807
node_6839	node_6859	391	367
node_6859	node_6860	378	135
node_6860	node_6861	669	247
node_6861	node_6862	0	0
node_6862	C.ZM.2006.ZM1658F_08Jun2006_SC_1_N.MT194864	1122	344
node_6861	node_6863	807	1
node_6860	node_6865	1432	158
node_6859	node_6869	151	151
node_6862	C.ZM.2006.ZM1658F_08Jun2006_Pop_A_TF_NFLG.MT194854	1496	340
node_6863	C.ZM.2006.ZM1658F_08Jun2006_SC_15_N.MT194861	1022	346
node_6865	node_6866	0	0
node_6865	node_6867	2	2
node_6869	node_6870	0	0
node_6866	C.ZM.2006.ZM1658F_08Jun2006_SC_17_N.MT194863	2477	437
node_6867	node_6868	1434	430
node_6868	C.ZM.2006.ZM1658F_08Jun2006_SC_10_N.MT194856	236	6
node_6870	node_6871	241	1
node_6871	C.ZM.2006.ZM1658F_08Jun2006_SC_14_N.MT194860	855	592
node_6871	C.ZM.2006.ZM1658F_08Jun2006_SC_3_N.MT194865	1933	589
node_6868	C.ZM.2006.ZM1658F_08Jun2006_SC_13_N.MT194859	634	2
node_6863	node_6864	0	0
node_6864	C.ZM.2006.ZM1658F_08Jun2006_SC_6_N.MT194868	2197	344
node_6864	C.ZM.2006.ZM1658F_08Jun2006_SC_9_N.MT194871	1542	356
node_6866	C.ZM.2006.ZM1658F_08Jun2006_SC_7_N.MT194869	1047	437
node_6867	C.ZM.2006.ZM1658F_08Jun2006_SC_16_N.MT194862	727	431
node_6870	node_6872	555	257
node_6872	C.ZM.2006.ZM1658F_08Jun2006_SC_12_N.MT194858	330	330
node_6874	node_6876	1879	796
node_6872	node_6873	0	0
node_6877	C.ZM.2008.ZM1808F_24Jan2008_SC_3_N.MT195137	1741	857
node_6873	C.ZM.2006.ZM1658F_08Jun2006_SC_5_N.MT194867	3593	331
node_6873	C.ZM.2006.ZM1658F_08Jun2006_Pop_B_TF_NFLG.MT194855	330	330
node_6869	node_6874	480	0
node_6874	node_6875	157	157
node_6875	C.ZM.2006.ZM1658F_08Jun2006_SC_4_N.MT194866	696	433
node_6875	C.ZM.2006.ZM1658F_08Jun2006_SC_8_N.MT194870	1303	431
node_6876	C.ZM.2011.ZM1658F_01Nov2011_1A_1_N.MT194782	66	63
node_6876	node_6877	301	57
node_6877	C.ZM.2011.ZM1658F_01Nov2011_1A_2_N.MT194792	1679	99
node_6253	node_6878	300	161
node_6878	node_6879	294	192
node_6879	node_6880	330	331
node_6880	node_6881	144	145
node_6883	node_6884	938	638
node_6881	node_6882	233	24
node_6882	node_6883	452	235
node_6884	node_6885	90	90
node_6885	node_6886	226	226
node_6886	C.ZM.2008.ZM1808F_24Jan2008_SC_2_N.MT195136	847	341
node_6886	C.ZM.2008.ZM1808F_24Jan2008_SC_8_N.MT195142	1841	343
node_6885	node_6887	226	226
node_6887	C.ZM.2008.ZM1808F_24Jan2008_TF_NFLG.MT195144	340	340
node_6887	C.ZM.2008.ZM1808F_24Jan2008_SC_9_N.MT195143	2305	341
node_6884	node_6888	738	0
node_6888	node_6889	0	0
node_6889	C.ZM.2008.ZM1808F_24Jan2008_SC_1_N.MT195135	1437	659
node_6889	C.ZM.2008.ZM1808F_24Jan2008_SC_5_N.MT195139	1230	658
node_6888	node_6890	212	0
node_6890	C.ZM.2008.ZM1808F_24Jan2008_SC_7_N.MT195141	1308	658
node_6890	node_6891	353	143
node_6891	C.ZM.2008.ZM1808F_24Jan2008_SC_10_N.MT195134	2109	802
node_6891	C.ZM.2008.ZM1808F_24Jan2008_SC_6_N.MT195140	1789	799
node_6883	node_6892	98	93
node_6892	node_6893	69	71
node_6892	node_6897	1369	729
node_6882	node_6901	315	49
node_6893	node_6895	2	2
node_6893	node_6894	20	14
node_6894	C.ZA.2000.C_ZA_1184MB.AY585267	1143	861
node_6896	C.ZA.2008.503_01918_H10.KT183083	792	9
node_6895	C.ZA.2000.1184MB.AY838566	1081	851
node_6895	node_6896	1763	1006
node_6897	node_6898	691	12
node_6894	C.ZM.2008.ZM1808F_24Jan2008_SC_4_N.MT195138	968	933
node_6896	C.ZA.2008.503_01918_E6.KT183081	5	5
node_6898	C.ZA.2008.503_01918_E12.KT183080	1413	226
node_6898	C.ZA.2008.503_01918_G6.KT183082	1450	223
node_6897	node_6899	0	0
node_6899	C.ZA.2008.503_01918_A10.KT183078	447	235
node_6899	node_6900	854	77
node_6900	C.ZA.2008.503_01918_B6.KT183079	2068	313
node_6900	C.MW.1993.93MW_965.AY713413	1715	1020
node_6901	node_6902	31	31
node_6902	node_6903	937	129
node_6903	node_6904	111	107
node_6904	C.TZ.2001.BD39_8.AY253313	1900	589
node_6904	C.TZ.2005.CO3800V5.KX907385	922	623
node_6903	node_6905	99	93
node_6908	C.ZA.2014.DEMC14ZA177.MN703146	1515	1155
node_6908	C.BW.1996.96BW0402.AF110962	1014	427
node_6906	C.BW.2000.00BW16162.AF443092	1892	1148
node_6905	C.TZ.2001.A125.AY253304	593	584
node_6905	node_6906	1391	178
node_6911	node_6912	83	77
node_6902	node_6907	985	269
node_6907	node_6909	450	130
node_6906	C.TZ.2006.CO3278V6.KX907368	836	543
node_6907	node_6908	259	259
node_6909	C.BW.1996.DEMC96BW001.KY658707	1305	671
node_6909	node_6910	823	87
node_6910	C.BW.1996.96BW0410.AF110966	1340	621
node_6910	C.BW.1996.96BW0408.AF110964	1712	625
node_6901	node_6911	14	14
node_6912	node_6913	1135	355
node_6913	C.BW.1996.96BW0407.AF110963	1458	534
node_6913	C.BW.1996.96BW0409.AF110965	1294	518
node_6912	node_6914	329	72
node_6914	C.TZ.2003.CO6854V1.KX907426	900	640
node_6914	node_6915	1085	239
node_6911	node_6916	226	224
node_6922	node_6923	498	274
node_6923	node_6924	1000	243
node_6916	node_6917	393	92
node_6915	C.UG.1986.002385.OP039458	879	658
node_6923	node_6925	153	148
node_6921	node_6922	96	96
node_6915	C.ZA.2003.03ZAPS151MB1.DQ396392	1657	922
node_6917	C.ZA.2000.1214MB.AY463236	1587	861
node_6916	node_6918	835	231
node_6918	C.ZA.2003.03ZAPS113MB2.DQ396365	1410	698
node_6918	node_6919	90	83
node_6919	C.ZA.2004.04ZASK170B1.DQ093595	1307	772
node_6919	C.ZA.2000.1171MB.AY463232	1660	796
node_6881	node_6920	166	169
node_6920	node_6921	54	55
node_6924	C.GB.2013.15228_1_69.3.MF109707	2251	1001
node_6924	C.ZA.1998.TV002.AY162224	1811	1440
node_6925	C.ZA.1998.TV012.AY162225	2224	1531
node_6925	C.ZA.1999.99ZACM9.AF411967	2745	1550
node_6922	node_6926	158	166
node_6926	node_6927	27	27
node_6927	C.ZM.2002.02ZMJC.AB254155	2737	1380
node_6927	C.SE.2003.004ZM.MF373126	1147	1087
node_6934	C.MW.2007.C.703010159.S.0dps.fl.JX974244	2011	556
node_6926	node_6928	100	100
node_6928	node_6929	290	296
node_6929	C.ZM.1996.96ZM751.AF286225	1891	686
node_6921	node_6930	75	80
node_6930	node_6931	725	193
node_6931	node_6932	163	164
node_6931	node_6933	424	413
node_6933	node_6934	48	47
node_6934	C.BW.2000.DEMC00BW013.KY658705	1500	1203
node_6935	node_6936	0	0
node_6935	node_6937	91	91
node_6937	node_6938	0	0
node_6932	C.ZM.2007.DEMC07ZM013.KU749425	1196	957
node_6933	C.MW.2007.703010131_CH131_TF.KC156114	1322	1066
node_6929	C.ZM.2002.02ZMBC.AB254149	1624	1383
node_6928	C.ZM.2002.02ZMJM.AB254156	1722	1262
node_6932	C.BW.2000.00BW17835.AF443096	2009	883
node_6930	node_6935	979	520
node_6920	node_6939	436	185
node_6941	node_6942	34	34
node_6939	node_6940	2	2
node_6940	node_6941	976	724
node_6947	node_6948	0	0
node_6948	C.ZM.2007.ZM1047M_24Aug2007_SC_2_N.MT194283	738	228
node_6946	C.ZM.2007.ZM1047M_24Aug2007_TF_NFLG.MT194289	820	208
node_6939	node_6949	17	17
node_6946	C.ZM.2007.ZM1047M_24Aug2007_SC_6_N.MT194287	2355	211
node_6949	node_6950	1012	339
node_6941	node_6943	38	34
node_6943	node_6944	828	544
node_6944	C.BW.2000.DEMC00BW014.KY658706	1425	658
node_6944	C.BW.1998.98BWMO18D5.AF443080	2957	683
node_6940	node_6945	2266	331
node_6945	node_6946	221	221
node_6945	node_6947	853	221
node_6947	C.ZM.2007.ZM1047M_24Aug2007_SC_4_N.MT194285	212	212
node_6948	C.ZM.2007.ZM1047M_24Aug2007_SC_1_N.MT194282	2732	212
node_6950	node_6951	779	5
node_6951	C.ZM.2007.ZM1047M_24Aug2007_SC_3_N.MT194284	730	435
node_6951	C.ZM.2007.ZM1047M_24Aug2007_SC_5_N.HY.MT194286	1470	436
node_6950	node_6952	240	1
node_6952	C.ZM.2007.ZM1047M_24Aug2007_SC_7_N.HY.MT194288	783	451
node_6952	node_6953	128	116
node_6953	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA18.KR820331	2565	1307
node_6953	C.ZM.2011.ZM1047M_27Sep2011_1A_24_N.MT194305	1135	559
node_6949	node_6954	499	468
node_6954	node_6955	223	223
node_6955	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA2.KR820332	700	492
node_6955	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA10.KR820326	2289	512
node_6880	node_6958	84	79
node_6958	node_6959	209	209
node_6959	node_6960	246	246
node_6960	node_6961	879	628
node_6961	node_6962	21	21
node_6962	node_6963	103	103
node_6954	node_6956	408	159
node_6956	node_6957	525	24
node_6957	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA12.KR820327	968	459
node_6956	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA5.KR820336	466	466
node_6957	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA14.KR820328	801	469
node_6963	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA22.KR820333	595	595
node_6963	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA16.KR820329	1185	593
node_6962	node_6964	243	4
node_6964	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA8.KR820339	1681	695
node_6964	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA17.KR820330	728	728
node_6961	node_6965	6	6
node_6965	node_6966	461	461
node_6966	C.ZM.2009.Z3576F_28Mar09_PL_NFLG_SGA1.KR820324	452	242
node_6966	C.ZM.2009.Z3576F_28Mar09_PL_NFLG_TF_Consensus.KR820325	498	240
node_6965	node_6967	1030	14
node_6967	C.ZM.2009.Z3576M_18Apr09_PL_NFLG_SGA9.KR820340	990	782
